Cotista,Ano,Mes,Dia,Operação,Cheque,Cotas,Valor
"033840","2005","11","15","11",,3678,10298.4000
"033840","2005","11","15","51",,3678,7931.6900
"033840","2005","11","15","71",,3678,2366.7100
"033840","2005","12","15","11",,3678,18390.0000
"033840","2005","12","15","51",,3678,13798.1000
"033840","2005","12","15","71",,3678,4591.9000
"035120","2005","10","15","11",,14,35.0000
"035120","2005","10","15","51",,14,35.0000
"035120","2005","11","15","11",,14,39.2000
"035120","2005","11","15","51",,14,39.2000
"035120","2005","12","15","11",,14,70.0000
"035120","2005","12","15","51",,14,70.0000
"036580","2005","10","15","11",,259,647.5000
"036580","2005","10","15","51",,259,647.5000
"036580","2005","11","15","11",,259,725.2000
"036580","2005","11","15","51",,259,725.2000
"036580","2005","12","15","11",,259,1295.0000
"036580","2005","12","15","51",,259,1275.3500
"036580","2005","12","15","53",,259,19.6500
"037510","2005","10","15","11",,29,72.5000
"037510","2005","10","15","51",,29,72.5000
"037510","2005","11","15","11",,29,81.2000
"037510","2005","11","15","51",,29,81.2000
"037510","2005","12","15","11",,29,145.0000
"037510","2005","12","15","51",,29,145.0000
"038830","2005","10","15","11",,11,27.5000
"038830","2005","10","15","51",,11,27.5000
"038830","2005","11","15","11",,11,30.8000
"038830","2005","11","15","51",,11,30.8000
"038830","2005","12","15","11",,11,55.0000
"038830","2005","12","15","51",,11,55.0000
"039450","2005","11","15","11",,2573,7204.4000
"039450","2005","11","15","51",,2573,5688.5400
"039450","2005","11","15","71",,2573,1515.8600
"039450","2005","12","15","11",,2573,12865.0000
"039450","2005","12","15","51",,2573,9792.4700
"039450","2005","12","15","71",,2573,3072.5300
"039470","2005","10","15","11",,14,35.0000
"039470","2005","10","15","51",,14,35.0000
"039470","2005","11","15","11",,14,39.2000
"039470","2005","11","15","51",,14,39.2000
"039470","2005","12","15","11",,14,70.0000
"039470","2005","12","15","51",,14,70.0000
"039500","2005","10","15","11",,14,35.0000
"039500","2005","10","15","51",,14,35.0000
"039500","2005","11","15","11",,14,39.2000
"039500","2005","11","15","51",,14,39.2000
"039500","2005","12","15","11",,14,70.0000
"039500","2005","12","15","51",,14,70.0000
"040140","2005","10","15","11",,12,30.0000
"040140","2005","10","15","51",,12,30.0000
"040140","2005","11","15","11",,12,33.6000
"040140","2005","11","15","51",,12,33.6000
"040140","2005","12","15","11",,12,60.0000
"040140","2005","12","15","51",,12,60.0000
"041240","2005","10","15","11",,11,27.5000
"041240","2005","10","15","51",,11,27.5000
"041240","2005","11","15","11",,11,30.8000
"041240","2005","11","15","51",,11,30.8000
"041240","2005","12","15","11",,11,55.0000
"041240","2005","12","15","51",,11,55.0000
"041240","2005","01","15","11",,11,30.8000
"041985","2005","11","15","11",,3660,10248.0000
"041985","2005","11","15","51",,3660,7895.1500
"041985","2005","11","15","71",,3660,2352.8500
"041985","2005","12","15","11",,3660,18300.0000
"041985","2005","12","15","51",,3660,13732.8500
"041985","2005","12","15","71",,3660,4567.1500
"044390","2005","10","15","11",,29,72.5000
"044390","2005","10","15","51",,29,72.5000
"044390","2005","11","15","11",,29,81.2000
"044390","2005","11","15","51",,29,81.2000
"044390","2005","12","15","11",,29,145.0000
"044390","2005","12","15","51",,29,145.0000
"045620","2005","10","15","11",,14,35.0000
"045620","2005","10","15","51",,14,35.0000
"045620","2005","11","15","11",,14,39.2000
"045620","2005","11","15","51",,14,39.2000
"045620","2005","12","15","11",,14,70.0000
"045620","2005","12","15","51",,14,70.0000
"047640","2005","10","15","11",,62,155.0000
"047640","2005","10","15","51",,62,155.0000
"047640","2005","11","15","11",,62,173.6000
"047640","2005","11","15","51",,62,173.6000
"047640","2005","12","15","11",,62,310.0000
"047640","2005","12","15","51",,62,310.0000
"048130","2005","10","15","11",,13,32.5000
"048130","2005","10","15","51",,13,32.5000
"048130","2005","11","15","11",,13,36.4000
"048130","2005","11","15","51",,13,36.4000
"048130","2005","12","15","11",,13,65.0000
"048130","2005","12","15","51",,13,65.0000
"050666","2005","10","15","11",,75,187.5000
"050666","2005","10","15","51",,75,187.5000
"050666","2005","11","15","11",,75,210.0000
"050666","2005","11","15","51",,75,210.0000
"050666","2005","12","15","11",,75,375.0000
"050666","2005","12","15","51",,75,375.0000
"051660","2005","10","15","11",,152,380.0000
"051660","2005","10","15","51",,152,380.0000
"051660","2005","11","15","11",,152,425.6000
"051660","2005","11","15","51",,152,425.6000
"051660","2005","12","15","11",,152,760.0000
"051660","2005","12","15","51",,152,760.0000
"051960","2005","10","15","11",,14,35.0000
"051960","2005","10","15","51",,14,35.0000
"051960","2005","11","15","11",,14,39.2000
"051960","2005","11","15","51",,14,39.2000
"051960","2005","12","15","11",,14,70.0000
"051960","2005","12","15","51",,14,70.0000
"052205","2005","10","15","11",,84,210.0000
"052205","2005","10","15","51",,84,210.0000
"052205","2005","11","15","11",,84,235.2000
"052205","2005","11","15","51",,84,235.2000
"052205","2005","12","15","11",,84,420.0000
"052205","2005","12","15","51",,84,420.0000
"053505","2005","10","15","11",,17,42.5000
"053505","2005","10","15","51",,17,42.5000
"053505","2005","11","15","11",,17,47.6000
"053505","2005","11","15","51",,17,47.6000
"053505","2005","12","15","11",,17,85.0000
"053505","2005","12","15","51",,17,85.0000
"053875","2005","10","15","11",,12,30.0000
"053875","2005","10","15","51",,12,30.0000
"053875","2005","11","15","11",,12,33.6000
"053875","2005","11","15","51",,12,33.6000
"053875","2005","12","15","11",,12,60.0000
"053875","2005","12","15","51",,12,60.0000
"053900","2005","10","15","11",,14,35.0000
"053900","2005","10","15","51",,14,35.0000
"053900","2005","11","15","11",,14,39.2000
"053900","2005","11","15","51",,14,39.2000
"053900","2005","12","15","11",,14,70.0000
"053900","2005","12","15","51",,14,70.0000
"053902","2005","10","15","11",,19,47.5000
"053902","2005","10","15","51",,19,47.5000
"053902","2005","11","15","11",,19,53.2000
"053902","2005","11","15","51",,19,53.2000
"053902","2005","12","15","11",,19,95.0000
"053902","2005","12","15","51",,19,95.0000
"056340","2005","10","15","11",,44,110.0000
"056340","2005","10","15","51",,44,110.0000
"056340","2005","11","15","11",,44,123.2000
"056340","2005","11","15","51",,44,123.2000
"056340","2005","12","15","11",,44,220.0000
"056340","2005","12","15","51",,44,220.0000
"056810","2005","11","15","11",,808,2262.4000
"056810","2005","11","15","51",,808,2097.6400
"056810","2005","11","15","71",,808,164.7600
"056810","2005","12","15","11",,808,4040.0000
"056810","2005","12","15","51",,808,3394.3500
"056810","2005","12","15","71",,808,645.6500
"057670","2005","10","15","11",,17,42.5000
"057670","2005","10","15","51",,17,42.5000
"057670","2005","11","15","11",,17,47.6000
"057670","2005","11","15","51",,17,47.6000
"057670","2005","12","15","11",,17,85.0000
"057670","2005","12","15","51",,17,85.0000
"057790","2005","10","15","11",,29,72.5000
"057790","2005","10","15","51",,29,72.5000
"057790","2005","11","15","11",,29,81.2000
"057790","2005","11","15","51",,29,81.2000
"057790","2005","12","15","11",,29,145.0000
"057790","2005","12","15","51",,29,145.0000
"058940","2005","10","15","11",,46,115.0000
"058940","2005","10","15","51",,46,115.0000
"058940","2005","11","15","11",,46,128.8000
"058940","2005","11","15","51",,46,128.8000
"058940","2005","12","15","11",,46,230.0000
"058940","2005","12","15","51",,46,230.0000
"058980","2005","10","15","11",,14,35.0000
"058980","2005","10","15","51",,14,35.0000
"058980","2005","11","15","11",,14,39.2000
"058980","2005","11","15","51",,14,39.2000
"000030","2005","03","15","11",,14,39.2000
"000030","2005","03","15","51",,14,39.2000
"000030","2005","02","15","11",,14,39.2000
"000030","2005","02","15","51",,14,39.2000
"000030","2005","01","15","11",,14,39.2000
"000030","2005","01","15","51",,14,39.2000
"000030","2004","12","15","11",,14,42.0000
"000030","2004","12","15","51",,14,42.0000
"000030","2004","11","15","11",,14,35.0000
"000030","2004","11","15","51",,14,35.0000
"000030","2004","10","15","11",,14,30.8000
"000030","2004","10","15","51",,14,30.8000
"000030","2004","09","15","11",,14,30.8000
"000030","2004","09","15","51",,14,30.8000
"000030","2004","08","15","11",,14,30.8000
"000030","2004","08","15","51",,14,30.8000
"000030","2004","07","15","11",,14,30.8000
"000030","2004","07","15","51",,14,30.8000
"000030","2004","06","15","11",,14,28.0000
"000030","2004","06","15","51",,14,28.0000
"000030","2004","05","15","11",,14,28.0000
"000030","2004","05","15","51",,14,28.0000
"000030","2004","04","15","11",,14,28.0000
"000030","2004","04","15","51",,14,28.0000
"000100","2005","08",,"11",,4,8.0000
"000100","2005","07",,"11",,4,8.0000
"000100","2005","06",,"11",,4,10.0000
"000100","2005","05","15","51",,4,65.6000
"000100","2005","04",,"11",,4,10.0000
"000100","2005","05",,"11",,4,10.0000
"000100","2004","11","15","51",,4,53.2000
"000100","2005","02",,"11",,4,11.2000
"000100","2004","10",,"11",,4,8.8000
"000100","2004","11",,"11",,4,10.0000
"000100","2004","08",,"11",,4,8.8000
"000100","2004","09",,"11",,4,8.8000
"000100","2004","06",,"11",,4,8.0000
"000100","2004","07",,"11",,4,8.8000
"000100","2004","05",,"11",,4,8.0000
"000100","2004","05","15","51",,4,16.0000
"000100","2004","12",,"11",,4,12.0000
"000100","2004","04",,"11",,4,8.0000
"000100","2005","01",,"11",,4,11.2000
"000100","2005","03",,"11",,4,11.2000
"000220","2005","08",,"11",,2,4.0000
"000220","2005","07",,"11",,2,4.0000
"000220","2005","06",,"11",,2,5.0000
"000220","2005","05","15","51",,2,32.8000
"000220","2005","04",,"11",,2,5.0000
"000220","2005","05",,"11",,2,5.0000
"000220","2005","02",,"11",,2,5.6000
"000220","2005","03",,"11",,2,5.6000
"000220","2004","12",,"11",,2,6.0000
"000220","2005","01",,"11",,2,5.6000
"000220","2004","11",,"11",,2,5.0000
"000220","2004","11","15","51",,2,26.6000
"000220","2004","09",,"11",,2,4.4000
"000220","2004","10",,"11",,2,4.4000
"000220","2004","07",,"11",,2,4.4000
"000220","2004","08",,"11",,2,4.4000
"000220","2004","05","15","51",,2,8.0000
"000220","2004","06",,"11",,2,4.0000
"000220","2004","04",,"11",,2,4.0000
"000220","2004","05",,"11",,2,4.0000
"000270","2005","08",,"11",,4,8.0000
"000270","2005","07",,"11",,4,8.0000
"000270","2005","06",,"11",,4,10.0000
"000270","2005","05","15","51",,4,65.6000
"000270","2005","04",,"11",,4,10.0000
"000270","2005","05",,"11",,4,10.0000
"000270","2005","02",,"11",,4,11.2000
"000270","2005","03",,"11",,4,11.2000
"000270","2004","12",,"11",,4,12.0000
"000270","2005","01",,"11",,4,11.2000
"000270","2004","11",,"11",,4,10.0000
"000270","2004","11","15","51",,4,53.2000
"000270","2004","09",,"11",,4,8.8000
"000270","2004","10",,"11",,4,8.8000
"000270","2004","07",,"11",,4,8.8000
"000270","2004","08",,"11",,4,8.8000
"000270","2004","05","15","51",,4,16.0000
"000270","2004","06",,"11",,4,8.0000
"000270","2004","04",,"11",,4,8.0000
"000270","2004","05",,"11",,4,8.0000
"000380","2005","08",,"11",,4,8.0000
"000380","2005","07",,"11",,4,8.0000
"000380","2005","06",,"11",,4,10.0000
"000380","2005","05","15","51",,4,65.6000
"000380","2005","04",,"11",,4,10.0000
"000380","2005","05",,"11",,4,10.0000
"000380","2005","02",,"11",,4,11.2000
"000380","2005","03",,"11",,4,11.2000
"000380","2004","12",,"11",,4,12.0000
"000380","2005","01",,"11",,4,11.2000
"000380","2004","11",,"11",,4,10.0000
"000380","2004","11","15","51",,4,53.2000
"000380","2004","09",,"11",,4,8.8000
"000380","2004","10",,"11",,4,8.8000
"000380","2004","07",,"11",,4,8.8000
"000380","2004","08",,"11",,4,8.8000
"000380","2004","05","15","51",,4,16.0000
"000380","2004","06",,"11",,4,8.0000
"000380","2004","04",,"11",,4,8.0000
"000380","2004","05",,"11",,4,8.0000
"000450","2005","08",,"11",,2,4.0000
"000450","2005","07",,"11",,2,4.0000
"000450","2005","06",,"11",,2,5.0000
"000450","2005","05","15","51",,2,32.8000
"000450","2005","04",,"11",,2,5.0000
"000450","2005","05",,"11",,2,5.0000
"000450","2005","02",,"11",,2,5.6000
"000450","2005","03",,"11",,2,5.6000
"000450","2004","12",,"11",,2,6.0000
"000450","2005","01",,"11",,2,5.6000
"000450","2004","11",,"11",,2,5.0000
"000450","2004","11","15","51",,2,26.6000
"000450","2004","09",,"11",,2,4.4000
"000450","2004","10",,"11",,2,4.4000
"000450","2004","07",,"11",,2,4.4000
"000450","2004","08",,"11",,2,4.4000
"000450","2004","05","15","51",,2,8.0000
"000450","2004","06",,"11",,2,4.0000
"000450","2004","04",,"11",,2,4.0000
"000450","2004","05",,"11",,2,4.0000
"000465","2005","03",,"11",,2,5.6000
"000465","2005","02",,"11",,2,5.6000
"000465","2005","01",,"11",,2,5.6000
"000465","2004","12",,"11",,2,6.0000
"000465","2004","11",,"11",,2,5.0000
"000465","2004","10",,"11",,2,4.4000
"000465","2004","09",,"11",,2,4.4000
"000465","2004","08",,"11",,2,4.4000
"000465","2004","07",,"11",,2,4.4000
"000465","2004","06",,"11",,2,4.0000
"000465","2004","05",,"11",,2,4.0000
"000465","2004","04",,"11",,2,4.0000
"000465","2004","03",,"10",,0,12.0000
"000475","2005","08",,"11",,2,4.0000
"000475","2005","07",,"11",,2,4.0000
"000475","2005","06",,"11",,2,5.0000
"000475","2005","05","15","51",,2,32.8000
"000475","2005","04",,"11",,2,5.0000
"000475","2005","05",,"11",,2,5.0000
"000475","2005","02",,"11",,2,5.6000
"000475","2005","03",,"11",,2,5.6000
"000475","2004","12",,"11",,2,6.0000
"000475","2005","01",,"11",,2,5.6000
"000475","2004","11",,"11",,2,5.0000
"000475","2004","11","15","51",,2,26.6000
"000475","2004","09",,"11",,2,4.4000
"000475","2004","10",,"11",,2,4.4000
"000475","2004","07",,"11",,2,4.4000
"000475","2004","08",,"11",,2,4.4000
"000475","2004","05","15","51",,2,8.0000
"000475","2004","06",,"11",,2,4.0000
"000475","2004","04",,"11",,2,4.0000
"000475","2004","05",,"11",,2,4.0000
"000560","2005","03",,"11",,2,5.6000
"000560","2005","02",,"11",,2,5.6000
"000560","2005","01",,"11",,2,5.6000
"000560","2004","12",,"11",,2,6.0000
"000560","2004","11",,"11",,2,5.0000
"000560","2004","10",,"11",,2,4.4000
"000560","2004","09",,"11",,2,4.4000
"000560","2004","08",,"11",,2,4.4000
"000560","2004","07",,"11",,2,4.4000
"000560","2004","06",,"11",,2,4.0000
"000560","2004","05",,"11",,2,4.0000
"000560","2004","04",,"11",,2,4.0000
"000560","2004","03",,"10",,0,270.3800
"000645","2005","03","15","11",,14,39.2000
"000645","2005","03","15","51",,14,39.2000
"000645","2005","02","15","11",,14,39.2000
"000645","2005","02","15","51",,14,39.2000
"000645","2005","01","15","11",,14,39.2000
"000645","2005","01","15","51",,14,39.2000
"000645","2004","12","15","11",,14,42.0000
"000645","2004","12","15","51",,14,42.0000
"000645","2004","11","15","11",,14,35.0000
"000645","2004","11","15","51",,14,35.0000
"000645","2004","10","15","11",,14,30.8000
"000645","2004","10","15","51",,14,30.8000
"000645","2004","09","15","11",,14,30.8000
"000645","2004","09","15","51",,14,30.8000
"000645","2004","08","15","11",,14,30.8000
"000645","2004","08","15","51",,14,30.8000
"000645","2004","07","15","11",,14,30.8000
"000645","2004","07","15","51",,14,30.8000
"000645","2004","06","15","11",,14,28.0000
"000645","2004","06","15","51",,14,28.0000
"000645","2004","05","15","11",,14,28.0000
"000645","2004","05","15","51",,14,28.0000
"000645","2004","04","15","11",,14,28.0000
"000645","2004","04","15","51",,14,28.0000
"000680","2005","03",,"11",,4,11.2000
"000680","2005","02",,"11",,4,11.2000
"000680","2005","01",,"11",,4,11.2000
"000680","2004","12",,"11",,4,12.0000
"000680","2004","11",,"11",,4,10.0000
"000680","2004","10",,"11",,4,8.8000
"000680","2004","09",,"11",,4,8.8000
"000680","2004","08",,"11",,4,8.8000
"000680","2004","07",,"11",,4,8.8000
"000680","2004","06",,"11",,4,8.0000
"000680","2004","05",,"11",,4,8.0000
"000680","2004","04",,"11",,4,8.0000
"000680","2004","03",,"10",,0,544.7700
"000840","2005","03",,"11",,2,5.6000
"000840","2005","02",,"11",,2,5.6000
"000840","2005","01",,"11",,2,5.6000
"000840","2004","12",,"11",,2,6.0000
"000840","2004","11",,"11",,2,5.0000
"000840","2004","10",,"11",,2,4.4000
"000840","2004","09",,"11",,2,4.4000
"000840","2004","08",,"11",,2,4.4000
"000840","2004","07",,"11",,2,4.4000
"000840","2004","06",,"11",,2,4.0000
"000840","2004","05",,"11",,2,4.0000
"000840","2004","04",,"11",,2,4.0000
"000840","2004","03",,"10",,0,210.7800
"000890","2005","03",,"11",,4,11.2000
"000890","2005","02",,"11",,4,11.2000
"000890","2005","01",,"11",,4,11.2000
"000890","2004","12",,"11",,4,12.0000
"000890","2004","11",,"11",,4,10.0000
"000890","2004","10",,"11",,4,8.8000
"000890","2004","09",,"11",,4,8.8000
"000890","2004","08",,"11",,4,8.8000
"000890","2004","07",,"11",,4,8.8000
"000890","2004","06",,"11",,4,8.0000
"000890","2004","05",,"11",,4,8.0000
"000890","2004","04",,"11",,4,8.0000
"000890","2004","03",,"10",,0,16.0000
"001090","2005","03","15","11",,14,39.2000
"001090","2005","03","15","51",,14,39.2000
"001090","2005","02","15","11",,14,39.2000
"001090","2005","02","15","51",,14,39.2000
"001090","2005","01","15","11",,14,39.2000
"001090","2005","01","15","51",,14,39.2000
"001090","2004","12","15","11",,14,42.0000
"001090","2004","12","15","51",,14,42.0000
"001090","2004","11","15","11",,14,35.0000
"001090","2004","11","15","51",,14,35.0000
"001090","2004","10","15","11",,14,30.8000
"001090","2004","10","15","51",,14,30.8000
"001090","2004","09","15","11",,14,30.8000
"001090","2004","09","15","51",,14,30.8000
"001090","2004","08","15","11",,14,30.8000
"001090","2004","08","15","51",,14,30.8000
"001090","2004","07","15","11",,14,30.8000
"001090","2004","07","15","51",,14,30.8000
"001090","2004","06","15","11",,14,28.0000
"001090","2004","06","15","51",,14,28.0000
"001090","2004","05","15","11",,14,28.0000
"001090","2004","05","15","51",,14,28.0000
"001090","2004","04","15","11",,14,28.0000
"001090","2004","04","15","51",,14,28.0000
"001220","2005","08",,"11",,2,4.0000
"001220","2005","07",,"11",,2,4.0000
"001220","2005","06",,"11",,2,5.0000
"001220","2005","05","15","51",,2,32.8000
"001220","2005","04",,"11",,2,5.0000
"001220","2005","05",,"11",,2,5.0000
"001220","2005","02",,"11",,2,5.6000
"001220","2005","03",,"11",,2,5.6000
"001220","2004","12",,"11",,2,6.0000
"001220","2005","01",,"11",,2,5.6000
"001220","2004","11",,"11",,2,5.0000
"001220","2004","11","15","51",,2,26.6000
"001220","2004","09",,"11",,2,4.4000
"001220","2004","10",,"11",,2,4.4000
"001220","2004","07",,"11",,2,4.4000
"001220","2004","08",,"11",,2,4.4000
"001220","2004","05","15","51",,2,8.0000
"001220","2004","06",,"11",,2,4.0000
"001220","2004","04",,"11",,2,4.0000
"001220","2004","05",,"11",,2,4.0000
"001250","2005","03","15","11",,14,39.2000
"001250","2005","03","15","51",,14,39.2000
"001250","2005","02","15","11",,14,39.2000
"001250","2005","02","15","51",,14,39.2000
"001250","2005","01","15","11",,14,39.2000
"001250","2005","01","15","51",,14,39.2000
"001250","2004","12","15","11",,14,42.0000
"001250","2004","12","15","51",,14,42.0000
"001250","2004","11","15","11",,14,35.0000
"001250","2004","11","15","51",,14,35.0000
"001250","2004","10","15","11",,14,30.8000
"001250","2004","10","15","51",,14,30.8000
"001250","2004","09","15","11",,14,30.8000
"001250","2004","09","15","51",,14,30.8000
"001250","2004","08","15","11",,14,30.8000
"001250","2004","08","15","51",,14,30.8000
"001250","2004","07","15","11",,14,30.8000
"001250","2004","07","15","51",,14,30.8000
"001250","2004","06","15","11",,14,28.0000
"001250","2004","06","15","51",,14,28.0000
"001250","2004","05","15","11",,14,28.0000
"001250","2004","05","15","51",,14,28.0000
"001250","2004","04","15","11",,14,28.0000
"001250","2004","04","15","51",,14,28.0000
"001256","2005","08",,"11",,2,4.0000
"001256","2005","07",,"11",,2,4.0000
"001256","2005","06",,"11",,2,5.0000
"001256","2005","05","15","51",,2,32.8000
"001256","2005","04",,"11",,2,5.0000
"001256","2005","05",,"11",,2,5.0000
"001256","2005","02",,"11",,2,5.6000
"001256","2005","03",,"11",,2,5.6000
"001256","2004","12",,"11",,2,6.0000
"001256","2005","01",,"11",,2,5.6000
"001256","2004","11",,"11",,2,5.0000
"001256","2004","11","15","51",,2,26.6000
"001256","2004","09",,"11",,2,4.4000
"001256","2004","10",,"11",,2,4.4000
"001256","2004","07",,"11",,2,4.4000
"001256","2004","08",,"11",,2,4.4000
"001256","2004","05","15","51",,2,8.0000
"001256","2004","06",,"11",,2,4.0000
"001256","2004","04",,"11",,2,4.0000
"001256","2004","05",,"11",,2,4.0000
"001300","2005","08",,"11",,2,4.0000
"001300","2005","07",,"11",,2,4.0000
"001300","2005","06",,"11",,2,5.0000
"001300","2005","05","15","51",,2,32.8000
"001300","2005","04",,"11",,2,5.0000
"001300","2005","05",,"11",,2,5.0000
"001300","2005","02",,"11",,2,5.6000
"001300","2005","03",,"11",,2,5.6000
"001300","2004","12",,"11",,2,6.0000
"001300","2005","01",,"11",,2,5.6000
"001300","2004","11",,"11",,2,5.0000
"001300","2004","11","15","51",,2,26.6000
"001300","2004","09",,"11",,2,4.4000
"001300","2004","10",,"11",,2,4.4000
"001300","2004","07",,"11",,2,4.4000
"001300","2004","08",,"11",,2,4.4000
"001300","2004","05","15","51",,2,8.0000
"001300","2004","06",,"11",,2,4.0000
"001300","2004","04",,"11",,2,4.0000
"001300","2004","05",,"11",,2,4.0000
"001765","2005","08",,"11",,7,14.0000
"001765","2005","07",,"11",,7,14.0000
"001765","2005","06",,"11",,7,17.5000
"001765","2005","05","15","51",,7,114.8000
"001765","2005","04",,"11",,7,17.5000
"001765","2005","05",,"11",,7,17.5000
"001765","2005","02",,"11",,7,19.6000
"001765","2005","03",,"11",,7,19.6000
"001765","2004","12",,"11",,7,21.0000
"001765","2005","01",,"11",,7,19.6000
"001765","2004","11",,"11",,7,17.5000
"001765","2004","11","15","51",,7,93.1000
"001765","2004","09",,"11",,7,15.4000
"001765","2004","10",,"11",,7,15.4000
"001765","2004","07",,"11",,7,15.4000
"001765","2004","08",,"11",,7,15.4000
"001765","2004","05","15","51",,7,28.0000
"001765","2004","06",,"11",,7,14.0000
"001765","2004","04",,"11",,7,14.0000
"001765","2004","05",,"11",,7,14.0000
"001780","2005","03","15","11",,29,81.2000
"001780","2005","03","15","51",,29,81.2000
"001780","2005","02","15","11",,29,81.2000
"001780","2005","02","15","51",,29,81.2000
"001780","2005","01","15","11",,29,81.2000
"001780","2005","01","15","51",,29,81.2000
"001780","2004","12","15","11",,29,87.0000
"001780","2004","12","15","51",,29,87.0000
"001780","2004","11","15","11",,29,72.5000
"001780","2004","11","15","51",,29,72.5000
"001780","2004","10","15","11",,29,63.8000
"001780","2004","10","15","51",,29,63.8000
"001780","2004","09","15","11",,29,63.8000
"001780","2004","09","15","51",,29,63.8000
"001780","2004","08","15","11",,29,63.8000
"001780","2004","08","15","51",,29,63.8000
"001780","2004","07","15","11",,29,63.8000
"001780","2004","07","15","51",,29,63.8000
"001780","2004","06","15","11",,29,58.0000
"001780","2004","06","15","51",,29,58.0000
"001780","2004","05","15","11",,29,58.0000
"001780","2004","05","15","51",,29,58.0000
"001780","2004","04","15","11",,29,58.0000
"001780","2004","04","15","51",,29,58.0000
"002000","2005","08",,"11",,2,4.0000
"002000","2005","07",,"11",,2,4.0000
"002000","2005","06",,"11",,2,5.0000
"002000","2005","05","15","51",,2,32.8000
"002000","2005","04",,"11",,2,5.0000
"002000","2005","05",,"11",,2,5.0000
"002000","2005","02",,"11",,2,5.6000
"002000","2005","03",,"11",,2,5.6000
"002000","2004","12",,"11",,2,6.0000
"002000","2005","01",,"11",,2,5.6000
"002000","2004","11",,"11",,2,5.0000
"002000","2004","11","15","51",,2,26.6000
"002000","2004","09",,"11",,2,4.4000
"002000","2004","10",,"11",,2,4.4000
"002000","2004","07",,"11",,2,4.4000
"002000","2004","08",,"11",,2,4.4000
"002000","2004","05","15","51",,2,8.0000
"002000","2004","06",,"11",,2,4.0000
"002000","2004","04",,"11",,2,4.0000
"002000","2004","05",,"11",,2,4.0000
"002120","2005","08",,"11",,2,4.0000
"002120","2005","07",,"11",,2,4.0000
"002120","2005","06",,"11",,2,5.0000
"002120","2005","05","15","51",,2,32.8000
"002120","2005","04",,"11",,2,5.0000
"002120","2005","05",,"11",,2,5.0000
"002120","2005","02",,"11",,2,5.6000
"002120","2005","03",,"11",,2,5.6000
"002120","2004","12",,"11",,2,6.0000
"002120","2005","01",,"11",,2,5.6000
"002120","2004","11",,"11",,2,5.0000
"002120","2004","11","15","51",,2,26.6000
"002120","2004","09",,"11",,2,4.4000
"002120","2004","10",,"11",,2,4.4000
"002120","2004","07",,"11",,2,4.4000
"002120","2004","08",,"11",,2,4.4000
"002120","2004","05","15","51",,2,8.0000
"002120","2004","06",,"11",,2,4.0000
"002120","2004","04",,"11",,2,4.0000
"002120","2004","05",,"11",,2,4.0000
"002170","2005","08",,"11",,2,4.0000
"002170","2005","07",,"11",,2,4.0000
"002170","2005","06",,"11",,2,5.0000
"002170","2005","05","15","51",,2,32.8000
"002170","2005","04",,"11",,2,5.0000
"002170","2005","05",,"11",,2,5.0000
"002170","2005","02",,"11",,2,5.6000
"002170","2005","03",,"11",,2,5.6000
"002170","2004","12",,"11",,2,6.0000
"002170","2005","01",,"11",,2,5.6000
"002170","2004","11",,"11",,2,5.0000
"002170","2004","11","15","51",,2,26.6000
"002170","2004","09",,"11",,2,4.4000
"002170","2004","10",,"11",,2,4.4000
"002170","2004","07",,"11",,2,4.4000
"002170","2004","08",,"11",,2,4.4000
"002170","2004","05","15","51",,2,8.0000
"002170","2004","06",,"11",,2,4.0000
"002170","2004","04",,"11",,2,4.0000
"002170","2004","05",,"11",,2,4.0000
"002260","2005","08",,"11",,2,4.0000
"002260","2005","07",,"11",,2,4.0000
"002260","2005","06",,"11",,2,5.0000
"002260","2005","05","15","51",,2,32.8000
"002260","2005","04",,"11",,2,5.0000
"002260","2005","05",,"11",,2,5.0000
"002260","2005","02",,"11",,2,5.6000
"002260","2005","03",,"11",,2,5.6000
"002260","2004","12",,"11",,2,6.0000
"002260","2005","01",,"11",,2,5.6000
"002260","2004","11",,"11",,2,5.0000
"002260","2004","11","15","51",,2,26.6000
"002260","2004","09",,"11",,2,4.4000
"002260","2004","10",,"11",,2,4.4000
"002260","2004","07",,"11",,2,4.4000
"002260","2004","08",,"11",,2,4.4000
"002260","2004","05","15","51",,2,8.0000
"002260","2004","06",,"11",,2,4.0000
"002260","2004","04",,"11",,2,4.0000
"002260","2004","05",,"11",,2,4.0000
"002390","2005","08",,"11",,2,4.0000
"002390","2005","07",,"11",,2,4.0000
"002390","2005","06",,"11",,2,5.0000
"002390","2005","05","15","51",,2,32.8000
"002390","2005","04",,"11",,2,5.0000
"002390","2005","05",,"11",,2,5.0000
"002390","2005","02",,"11",,2,5.6000
"002390","2005","03",,"11",,2,5.6000
"002390","2004","12",,"11",,2,6.0000
"002390","2005","01",,"11",,2,5.6000
"002390","2004","11",,"11",,2,5.0000
"002390","2004","11","15","51",,2,26.6000
"002390","2004","09",,"11",,2,4.4000
"002390","2004","10",,"11",,2,4.4000
"002390","2004","07",,"11",,2,4.4000
"002390","2004","08",,"11",,2,4.4000
"002390","2004","05","15","51",,2,8.0000
"002390","2004","06",,"11",,2,4.0000
"002390","2004","04",,"11",,2,4.0000
"002390","2004","05",,"11",,2,4.0000
"002420","2005","03","15","11",,14,39.2000
"002420","2005","03","15","51",,14,39.2000
"002420","2005","02","15","11",,14,39.2000
"002420","2005","02","15","51",,14,39.2000
