Numero,Situação,Cotista,Cotas,Data_Aquis,Mes_Transf,Ano_Transf,Cotista2
"B102627","T","073720",2,"12/01/66 00:00:00","11","2006","085540"
"B102629","T","066830",2,"05/01/89 00:00:00","06","2007","041985"
"B102631","T","066830",2,"05/01/89 00:00:00","06","2007","041985"
"B102632","T","036460",2,"01/01/67 00:00:00","07","2007","020340"
"B102635","A","066880",2,"12/01/66 00:00:00","06","2000",
"B102636","A","013921",2,"12/01/89 00:00:00","10","1985",
"B102648","A","025490",2,"08/01/87 00:00:00","07","1999",
"B102649","T","031510",2,"11/01/67 00:00:00","07","2007","020340"
"B102654","T","053360",2,"02/01/87 00:00:00","07","2007","020340"
"B102662","A","053875",2,"08/01/85 00:00:00","10","1985",
"B102675","A","066740",2,"12/01/66 00:00:00","05","2000",
"B102679","A","066740",2,"03/01/87 00:00:00","05","2000",
"B102680","A","061630",2,"03/01/87 00:00:00","10","1985",
"B102690","A","066740",2,"02/01/87 00:00:00","05","2000",
"B102693","A","066740",2,"08/01/87 00:00:00","05","2000",
"B102694","A","062010",2,"05/01/83 00:00:00","10","1985",
"B102699","A","062010",2,"05/01/83 00:00:00","10","1985",
"B102702","A","066740",2,"11/01/86 00:00:00","05","2000",
"B102712","A","066740",2,"11/01/86 00:00:00","05","2000",
"B102713","A","079310",2,"10/01/89 00:00:00","10","1985",
"B102718","T","060830",2,"08/01/87 00:00:00","12","2005","020215"
"B102721","A","051660",2,"09/01/86 00:00:00","10","1985",
"B102724","T","066830",2,"11/01/67 00:00:00","06","2007","041985"
"B102725","A","019830",2,"12/01/66 00:00:00","10","1985",
"B102726","A","066740",2,"08/01/87 00:00:00","05","2000",
"B102730","T","049575",2,"12/01/66 00:00:00","11","2005","025490"
"B102734","A","066740",2,"08/01/87 00:00:00","05","2000",
"B102738","A","066740",2,"12/01/66 00:00:00","05","2000",
"B102747","A","055680",2,"12/01/66 00:00:00","10","1985",
"B102774","A","030905",2,"09/01/99 00:00:00","09","1985",
"B102778","A","066740",2,"08/01/87 00:00:00","05","2000",
"B102780","A","066740",2,"02/01/87 00:00:00","05","2000",
"B102781","A","066740",2,"03/01/87 00:00:00","05","2000",
"B102786","A","066740",2,"12/01/66 00:00:00","05","2000",
"B102791","A","030905",2,"09/01/99 00:00:00","09","1985",
"B102792","A","018120",2,"12/01/66 00:00:00","10","1985",
"B102796","A","080210",2,"03/01/87 00:00:00","10","1985",
"B102797","A","079310",2,"01/01/87 00:00:00","10","1985",
"B102799","A","025490",2,"12/01/66 00:00:00","02","2000",
"B102800","A","025490",2,"12/01/66 00:00:00","02","2000",
"B102804","A","049380",2,"12/01/66 00:00:00","10","1985",
"B102812","A","066740",2,"01/01/87 00:00:00","05","2000",
"B102816","A","066740",2,"08/01/87 00:00:00","05","2000",
"B102817","A","066740",2,"01/01/87 00:00:00","05","2000",
"B102818","A","066740",2,"08/01/87 00:00:00","05","2000",
"B102819","A","066740",2,"08/01/87 00:00:00","05","2000",
"B102836","A","049380",2,"12/01/66 00:00:00","10","1985",
"B102843","A","066740",2,"03/01/87 00:00:00","05","2000",
"B102844","A","066740",2,"03/01/87 00:00:00","05","2000",
"B102846","T","066830",2,"08/01/87 00:00:00","06","2007","041985"
"B102847","T","066830",2,"08/01/87 00:00:00","06","2007","041985"
"B102848","T","066830",2,"08/01/87 00:00:00","06","2007","041985"
"B102849","A","030905",2,"09/01/99 00:00:00","09","1985",
"B102850","A","030905",2,"09/01/99 00:00:00","09","1985",
"B102864","A","066740",2,"08/01/87 00:00:00","05","2000",
"B102876","T","066830",2,"12/01/67 00:00:00","06","2007","041985"
"B102900","A","066740",2,"08/01/87 00:00:00","05","2000",
"B102904","A","066740",2,"08/01/87 00:00:00","05","2000",
"B102906","A","066740",2,"08/01/87 00:00:00","05","2000",
"B102922","A","019830",2,"12/01/67 00:00:00","10","1985",
"B102925","T","036460",2,"12/01/66 00:00:00","07","2007","020340"
"B102945","A","009870",2,"12/01/67 00:00:00","10","1985",
"B102947","A","066740",2,"10/01/86 00:00:00","05","2000",
"B102951","A","060410",2,"04/01/89 00:00:00","10","1985",
"B102953","A","013921",2,"12/01/66 00:00:00","10","1985",
"B102954","A","066740",2,"12/01/66 00:00:00","05","2000",
"B102957","A","066740",2,"12/01/67 00:00:00","05","2000",
"B102958","A","066740",2,"01/01/83 00:00:00","05","2000",
"B102959","A","015300",2,"09/01/84 00:00:00","02","2002",
"B102972","A","061630",2,"08/01/87 00:00:00","10","1985",
"B102983","T","078265",2,"12/01/67 00:00:00","08","2005","033840"
"B102986","A","066880",2,"12/01/88 00:00:00","06","2000",
"B102987","T","066830",2,"12/01/88 00:00:00","06","2007","041985"
"B102988","T","066830",2,"12/01/88 00:00:00","06","2007","041985"
"B102989","A","079310",2,"12/01/67 00:00:00","10","1985",
"B102992","A","079310",2,"09/01/88 00:00:00","10","1985",
"B103001","A","061630",2,"04/01/67 00:00:00","10","1985",
"B103002","A","061630",2,"04/01/67 00:00:00","10","1985",
"B103007","A","066740",2,"10/01/86 00:00:00","05","2000",
"B103010","A","066740",2,"02/01/87 00:00:00","05","2000",
"B103026","A","066740",2,"08/01/87 00:00:00","05","2000",
"B103027","A","066740",2,"02/01/87 00:00:00","05","2000",
"B103038","T","066830",2,"12/01/67 00:00:00","06","2007","041985"
"B103039","A","066740",2,"08/01/87 00:00:00","05","2000",
"B103041","A","066740",2,"11/01/86 00:00:00","05","2000",
"B103068","A","066740",2,"02/01/87 00:00:00","05","2000",
"B103069","A","066740",2,"03/01/87 00:00:00","05","2000",
"B103071","A","066740",2,"10/01/86 00:00:00","05","2000",
"B103072","A","066740",2,"03/01/87 00:00:00","05","2000",
"B103073","A","066740",2,"10/01/86 00:00:00","05","2000",
"B103074","A","060410",2,"04/01/89 00:00:00","10","1985",
"B103085","A","033805",2,"11/01/86 00:00:00","10","1985",
"B103088","A","066740",2,"01/01/68 00:00:00","05","2000",
"B103100","A","040210",2,"12/01/66 00:00:00","10","1985",
"B103105","A","066740",2,"03/01/87 00:00:00","05","2000",
"B103118","T","066830",2,"10/01/88 00:00:00","06","2007","041985"
"B103119","T","066830",2,"10/01/88 00:00:00","06","2007","041985"
"B103133","A","066740",2,"03/01/87 00:00:00","05","2000",
"B103138","A","066740",2,"03/01/87 00:00:00","05","2000",
"B103151","A","066740",2,"02/01/87 00:00:00","05","2000",
"B103161","A","066740",2,"01/01/68 00:00:00","05","2000",
"B103166","A","066740",2,"03/01/87 00:00:00","05","2000",
"B103180","A","025490",2,"12/01/86 00:00:00","02","1999",
"B103191","T","066830",2,"08/01/87 00:00:00","06","2007","041985"
"B103196","A","025490",2,"01/01/68 00:00:00","06","1999",
"B103200","T","007411",2,"06/01/88 00:00:00","05","2006","020215"
"B103201","T","007411",2,"06/01/88 00:00:00","05","2006","020215"
"B103225","T","039540",2,"07/01/85 00:00:00","05","2006","020215"
"B103228","A","056810",2,"09/01/66 00:00:00","10","1985",
"B103232","A","025490",2,"11/01/86 00:00:00","09","2000",
"B103234","A","066740",2,"12/01/86 00:00:00","05","2000",
"B103235","T","066830",2,"12/01/89 00:00:00","06","2007","041985"
"B103238","A","061630",2,"08/01/87 00:00:00","10","1985",
"B103239","A","078780",2,"08/01/87 00:00:00","10","1985",
"B103240","A","078780",2,"08/01/87 00:00:00","10","1985",
"B103243","T","039540",2,"07/01/85 00:00:00","05","2006","020215"
"B103247","T","039540",2,"07/01/85 00:00:00","05","2006","020215"
"B103248","A","088415",2,"02/01/68 00:00:00","10","1996",
"B103250","A","092250",2,"02/01/68 00:00:00","10","1985",
"B103252","A","047510",2,"02/01/87 00:00:00","10","1985",
"B103253","A","047510",2,"02/01/87 00:00:00","10","1985",
"B103268","A","071685",2,"09/01/81 00:00:00","10","1985",
"B103271","A","025490",2,"03/01/87 00:00:00","01","1998",
"B103273","A","066740",2,"11/01/86 00:00:00","05","2000",
"B103274","A","066740",2,"08/01/87 00:00:00","05","2000",
"B103279","A","066740",2,"11/01/86 00:00:00","05","2000",
"B103302","A","030905",2,"09/01/99 00:00:00","09","1985",
"B103318","A","079310",2,"02/01/87 00:00:00","05","1998",
"B103321","A","062500",2,"02/01/68 00:00:00","10","1985",
"B103322","A","086330",2,"02/01/68 00:00:00","10","1985",
"B103323","A","089060",2,"02/01/68 00:00:00","10","1985",
"B103326","A","047640",2,"02/01/68 00:00:00","10","1985",
"B103330","A","066740",2,"02/01/87 00:00:00","05","2000",
"B103343","A","066740",2,"03/01/68 00:00:00","05","2000",
"B103344","T","066830",2,"08/01/87 00:00:00","06","2007","041985"
"B103348","A","078780",2,"03/01/87 00:00:00","07","1997",
"B103349","A","078780",2,"03/01/87 00:00:00","07","1997",
"B103353","A","066740",2,"08/01/87 00:00:00","05","2000",
"B103360","A","024300",2,"02/01/68 00:00:00","10","1985",
"B103370","A","066740",2,"03/01/87 00:00:00","05","2000",
"B103376","A","066740",2,"03/01/68 00:00:00","05","2000",
"B103383","A","066740",2,"03/01/87 00:00:00","05","2000",
"B103404","A","066740",2,"05/01/88 00:00:00","05","2000",
"B103418","A","066740",2,"12/01/86 00:00:00","05","2000",
"B103421","T","059460",2,"03/01/87 00:00:00","07","2007","020340"
"B103433","T","066830",2,"03/01/68 00:00:00","06","2007","041985"
"B103437","T","066830",2,"03/01/68 00:00:00","06","2007","041985"
"B103439","A","066740",2,"11/01/86 00:00:00","05","2000",
"B103440","A","080675",2,"03/01/68 00:00:00","10","1985",
"B103443","A","066740",2,"11/01/86 00:00:00","05","2000",
"B103446","A","066740",2,"08/01/87 00:00:00","05","2000",
"B103450","A","079310",2,"10/01/88 00:00:00","10","1985",
"B103458","A","015300",2,"07/01/88 00:00:00","02","2002",
"B103465","A","066740",2,"10/01/86 00:00:00","05","2000",
"B103471","A","066740",2,"01/01/87 00:00:00","05","2000",
"B103476","A","066740",2,"03/01/87 00:00:00","05","2000",
"B103478","A","025550",2,"08/01/87 00:00:00","10","1985",
"B103490","A","020215",2,"08/01/87 00:00:00","06","2004",
"B103499","A","066740",2,"08/01/87 00:00:00","05","2000",
"B103502","A","066740",2,"03/01/88 00:00:00","05","2000",
"B103505","A","066740",2,"01/01/87 00:00:00","05","2000",
"B103514","A","066740",2,"08/01/87 00:00:00","05","2000",
"B103517","A","066740",2,"04/01/68 00:00:00","05","2000",
"B103519","A","066740",2,"08/01/87 00:00:00","05","2000",
"B103528","A","080675",2,"01/01/87 00:00:00","10","1985",
"B103537","T","066830",2,"04/01/68 00:00:00","06","2007","041985"
"B103538","A","048845",2,"05/01/84 00:00:00","10","1985",
"B103539","A","048845",2,"05/01/84 00:00:00","10","1985",
"B103543","A","066740",2,"03/01/87 00:00:00","05","2000",
"B103544","A","048960",2,"02/01/87 00:00:00","10","1985",
"B103545","T","066830",2,"04/01/68 00:00:00","06","2007","041985"
"B103550","A","072050",2,"03/01/87 00:00:00","10","1985",
"B103553","A","061630",2,"12/01/89 00:00:00","10","1985",
"B103555","A","030905",2,"09/01/99 00:00:00","09","1985",
"B103556","A","030905",2,"09/01/99 00:00:00","09","1985",
"B103564","A","066740",2,"08/01/87 00:00:00","05","2000",
"B103572","A","030905",2,"09/01/99 00:00:00","09","1985",
"B103574","T","066830",2,"03/01/87 00:00:00","06","2007","041985"
"B103577","A","072050",2,"03/01/87 00:00:00","10","1985",
"B103581","A","068170",2,"05/01/68 00:00:00","10","1985",
"B103584","T","025040",2,"04/01/68 00:00:00","07","2007","020340"
"B103587","A","066740",2,"04/01/68 00:00:00","05","2000",
"B103590","A","066740",2,"04/01/68 00:00:00","05","2000",
"B103592","A","020215",2,"04/01/68 00:00:00","04","2004",
"B103598","A","056810",2,"04/01/66 00:00:00","10","1985",
"B103607","A","056810",2,"07/01/66 00:00:00","10","1985",
"B103608","A","030905",2,"09/01/99 00:00:00","09","1985",
"B103623","A","066740",2,"08/01/87 00:00:00","05","2000",
"B103624","A","066740",2,"10/01/86 00:00:00","05","2000",
"B103628","A","080675",2,"05/01/68 00:00:00","10","1985",
"B103635","A","066740",2,"03/01/87 00:00:00","05","2000",
"B103642","A","079310",2,"01/01/83 00:00:00","10","1985",
"B103647","A","066750",2,"05/01/68 00:00:00","10","1985",
"B103649","A","078940",2,"05/01/68 00:00:00","10","1985",
"B103654","A","066740",2,"05/01/68 00:00:00","05","2000",
"B103655","A","002910",2,"05/01/68 00:00:00","10","1985",
"B103659","A","066740",2,"03/01/87 00:00:00","05","2000",
"B103660","A","041240",2,"05/01/68 00:00:00","03","1998",
"B103666","A","066740",2,"05/01/68 00:00:00","05","2000",
"B103677","A","066740",2,"03/01/87 00:00:00","05","2000",
"B103678","A","066740",2,"03/01/87 00:00:00","05","2000",
"B103696","A","066740",2,"02/01/87 00:00:00","05","2000",
"B103706","A","066740",2,"05/01/68 00:00:00","05","2000",
"B103728","A","066740",2,"05/01/68 00:00:00","05","2000",
"B103731","A","001780",2,"05/01/68 00:00:00","10","1985",
"B103732","A","025490",2,"05/01/68 00:00:00","06","1998",
"B103739","R","020215",2,"05/01/68 00:00:00","05","2002",
"B103741","R","020215",2,"05/01/68 00:00:00","05","2002",
"B103742","R","020215",2,"05/01/68 00:00:00","05","2002",
"B103743","R","020215",2,"05/01/68 00:00:00","05","2002",
"B103744","R","020215",2,"05/01/68 00:00:00","05","2002",
"B103746","A","006410",2,"05/01/68 00:00:00","10","1985",
"B103766","A","066740",2,"05/01/68 00:00:00","05","2000",
"B103767","A","015500",2,"05/01/68 00:00:00","10","1985",
"B103768","A","065930",2,"03/01/87 00:00:00","05","2000",
"B103777","A","064260",2,"03/01/87 00:00:00","05","2000",
"B103778","A","064260",2,"03/01/87 00:00:00","05","2000",
"B103780","A","051660",2,"07/01/86 00:00:00","10","1985",
"B103792","A","061630",2,"08/01/87 00:00:00","10","1985",
"B103794","R","020215",2,"05/01/68 00:00:00","11","2002",
"B103796","A","087620",2,"05/01/68 00:00:00","10","1985",
"B103799","A","062985",2,"02/01/87 00:00:00","05","2000",
"B103804","A","062985",2,"10/01/86 00:00:00","05","2000",
"B103805","A","062985",2,"11/01/86 00:00:00","05","2000",
"B103814","A","062985",2,"08/01/87 00:00:00","05","2000",
"B103826","A","031570",2,"05/01/68 00:00:00","10","1985",
"B103835","T","066830",2,"05/01/68 00:00:00","06","2007","041985"
"B103837","T","066830",2,"05/01/68 00:00:00","06","2007","041985"
"B103839","A","068325",2,"05/01/68 00:00:00","10","1985",
"B103848","A","040660",2,"05/01/68 00:00:00","10","1985",
"B103858","A","062985",2,"08/01/87 00:00:00","05","2000",
"B103865","T","013440",2,"05/01/68 00:00:00","11","2005","020215"
"B103873","T","066830",2,"10/01/89 00:00:00","06","2007","041985"
"B103874","T","066830",2,"10/01/89 00:00:00","06","2007","041985"
"B103876","T","066830",2,"10/01/89 00:00:00","06","2007","041985"
"B103881","T","066830",2,"10/01/89 00:00:00","06","2007","041985"
"B103892","A","080675",2,"01/01/87 00:00:00","10","1985",
"B103893","A","080675",2,"01/01/87 00:00:00","10","1985",
"B103894","A","080675",2,"01/01/87 00:00:00","10","1985",
"B103895","A","080675",2,"01/01/87 00:00:00","10","1985",
"B103903","T","066830",2,"10/01/89 00:00:00","06","2007","041985"
"B103914","A","061630",2,"08/01/87 00:00:00","10","1985",
"B103915","A","093820",2,"05/01/68 00:00:00","04","2000",
"B103937","A","062985",2,"03/01/87 00:00:00","05","2000",
"B103939","A","062985",2,"04/01/87 00:00:00","05","2000",
"B103940","A","062985",2,"08/01/87 00:00:00","05","2000",
"B103955","A","080675",2,"06/01/68 00:00:00","10","1985",
"B103956","A","066880",2,"08/01/89 00:00:00","06","2000",
"B103957","A","066880",2,"08/01/89 00:00:00","06","2000",
"B103960","A","062985",2,"12/01/86 00:00:00","05","2000",
"B103961","T","066830",2,"01/01/87 00:00:00","06","2007","041985"
"B103967","A","030905",2,"09/01/99 00:00:00","09","1985",
"B103996","A","062985",2,"06/01/68 00:00:00","05","2000",
"B104034","A","033805",2,"03/01/87 00:00:00","10","1985",
"B104035","A","033805",2,"03/01/87 00:00:00","10","1985",
"B104045","A","008640",2,"10/01/86 00:00:00","10","1985",
"B104053","A","062985",2,"06/01/68 00:00:00","05","2000",
"B104061","A","062985",2,"03/01/87 00:00:00","05","2000",
"B104068","A","062985",2,"03/01/87 00:00:00","05","2000",
"B104069","A","062985",2,"03/01/87 00:00:00","05","2000",
"B104081","A","079310",2,"06/01/68 00:00:00","10","1985",
"B104093","T","094180",2,"03/01/87 00:00:00","07","2007","020340"
"B104094","T","094180",2,"03/01/87 00:00:00","07","2007","020340"
"B104114","A","078780",2,"06/01/68 00:00:00","10","1985",
"B104119","A","062985",2,"08/01/87 00:00:00","05","2000",
"B104123","A","029880",2,"06/01/68 00:00:00","10","1985",
"B104134","A","076830",2,"06/01/68 00:00:00","10","1985",
"B104137","A","062985",2,"01/01/87 00:00:00","05","2000",
"B104151","A","097690",2,"06/01/68 00:00:00","10","1985",
"B104162","A","062985",2,"08/01/87 00:00:00","05","2000",
"B104163","A","062985",2,"06/01/68 00:00:00","05","2000",
"B104166","A","033805",2,"08/01/87 00:00:00","09","1998",
"B104175","A","062985",2,"03/01/87 00:00:00","05","2000",
"B104181","A","020215",2,"02/01/87 00:00:00","03","2004",
"B104182","A","062985",2,"01/01/87 00:00:00","05","2000",
"B104189","A","062985",2,"03/01/87 00:00:00","05","2000",
"B104190","A","062985",2,"03/01/87 00:00:00","05","2000",
"B104219","A","003470",2,"03/01/87 00:00:00","10","1985",
"B104231","A","061630",2,"06/01/68 00:00:00","05","2000",
"B104233","T","066830",2,"06/01/68 00:00:00","06","2007","041985"
"B104234","T","066830",2,"08/01/87 00:00:00","06","2007","041985"
"B104241","A","062985",2,"02/01/87 00:00:00","05","2000",
"B104242","A","062985",2,"02/01/87 00:00:00","05","2000",
"B104243","A","062985",2,"02/01/87 00:00:00","05","2000",
"B104244","A","015300",2,"09/01/84 00:00:00","02","2002",
"B104245","A","015300",2,"09/01/84 00:00:00","02","2002",
"B104246","A","079310",2,"06/01/68 00:00:00","10","1985",
"B104247","A","025490",2,"06/01/68 00:00:00","04","2000",
"B104250","A","062985",2,"08/01/87 00:00:00","05","2000",
"B104256","A","062985",2,"06/01/68 00:00:00","05","2000",
"B104257","A","062985",2,"06/01/68 00:00:00","05","2000",
"B104262","A","070415",2,"08/01/89 00:00:00","10","1985",
"B104264","A","030905",2,"09/01/99 00:00:00","09","1985",
"B104265","A","030905",2,"09/01/99 00:00:00","09","1985",
"B104266","T","078265",2,"06/01/68 00:00:00","08","2005","033840"
"B104267","A","062985",2,"08/01/87 00:00:00","05","2000",
"B104268","A","030905",2,"09/01/99 00:00:00","09","1985",
"B104276","A","085910",2,"06/01/68 00:00:00","10","1985",
"B104286","A","062985",2,"03/01/87 00:00:00","05","2000",
"B104312","A","080675",2,"06/01/68 00:00:00","10","1985",
"B104322","A","062985",2,"03/01/87 00:00:00","05","2000",
"B104327","A","079310",2,"06/01/68 00:00:00","10","1985",
"B104328","A","025490",2,"06/01/68 00:00:00","04","2000",
"B104334","A","064815",2,"05/01/87 00:00:00","10","1985",
"B104335","A","064815",2,"05/01/87 00:00:00","10","1985",
"B104336","A","025490",2,"03/01/87 00:00:00","07","1996",
"B104337","T","000430",2,"06/01/68 00:00:00","08","2005","020215"
"B104338","T","000430",2,"06/01/68 00:00:00","08","2005","020215"
"B104339","T","000430",2,"06/01/68 00:00:00","08","2005","020215"
"B104340","A","064815",2,"05/01/87 00:00:00","10","1985",
"B104341","A","062985",2,"07/01/86 00:00:00","05","2000",
"B104342","A","064815",2,"05/01/87 00:00:00","10","1985",
"B104343","A","064815",2,"05/01/87 00:00:00","10","1985",
"B104344","A","064815",2,"05/01/87 00:00:00","10","1985",
"B104357","A","030045",2,"09/01/82 00:00:00","10","1985",
"B104358","A","030045",2,"09/01/82 00:00:00","10","1985",
"B104361","A","030045",2,"09/01/82 00:00:00","10","1985",
"B104362","A","030045",2,"09/01/82 00:00:00","10","1985",
"B104363","A","030045",2,"09/01/82 00:00:00","10","1985",
"B104367","A","062985",2,"09/01/81 00:00:00","10","1985",
"B104368","A","062985",2,"09/01/81 00:00:00","10","1985",
"B104369","A","062985",2,"09/01/81 00:00:00","10","1985",
"B104370","A","062985",2,"09/01/81 00:00:00","10","1985",
"B104371","A","062985",2,"09/01/81 00:00:00","10","1985",
"B104372","A","062985",2,"09/01/81 00:00:00","10","1985",
"B104373","A","062985",2,"09/01/81 00:00:00","10","1985",
"B104374","A","062985",2,"09/01/81 00:00:00","10","1985",
"B104375","A","062985",2,"09/01/81 00:00:00","10","1985",
"B104376","A","062985",2,"09/01/81 00:00:00","10","1985",
"B104388","A","074190",2,"08/01/87 00:00:00","10","1985",
"B104427","A","051660",2,"07/01/86 00:00:00","10","1985",
"B104431","A","062985",2,"01/01/87 00:00:00","05","2000",
"B104436","A","059150",2,"07/01/68 00:00:00","10","1985",
"B104437","A","085540",2,"05/01/68 00:00:00","03","2002",
"B104442","A","061630",2,"07/01/68 00:00:00","05","2000",
"B104453","A","019830",2,"03/01/89 00:00:00","10","1985",
"B104460","A","061630",2,"10/01/86 00:00:00","05","2000",
"B104461","A","033805",2,"03/01/87 00:00:00","04","1997",
"B104463","A","033805",2,"03/01/87 00:00:00","09","2000",
"B104466","A","051660",2,"07/01/86 00:00:00","10","1985",
"B104467","A","051660",2,"07/01/86 00:00:00","10","1985",
"B104468","A","051660",2,"07/01/86 00:00:00","10","1985",
"B104469","A","051660",2,"07/01/86 00:00:00","10","1985",
"B104474","A","061630",2,"03/01/87 00:00:00","05","2000",
"B104476","T","080180",2,"07/01/68 00:00:00","12","2005","020215"
"B104486","A","079310",2,"07/01/68 00:00:00","10","1985",
"B104487","A","061630",2,"07/01/68 00:00:00","05","2000",
"B104488","A","061630",2,"01/01/87 00:00:00","05","2000",
"B104511","T","020350",2,"07/01/68 00:00:00","07","2007","020340"
"B104513","A","061630",2,"03/01/87 00:00:00","05","2000",
"B104529","A","053230",2,"07/01/68 00:00:00","10","1985",
"B104530","A","091550",2,"07/01/68 00:00:00","10","1985",
"B104532","A","061630",2,"03/01/87 00:00:00","05","2000",
"B104582","A","097100",2,"07/01/68 00:00:00","10","1985",
"B104588","A","097100",2,"07/01/68 00:00:00","10","1985",
"B104590","A","061630",2,"08/01/87 00:00:00","05","2000",
"B104593","A","050595",2,"08/01/87 00:00:00","10","1985",
"B104594","A","050595",2,"08/01/87 00:00:00","10","1985",
"B104596","A","097100",2,"07/01/68 00:00:00","10","1985",
"B104597","A","097100",2,"07/01/68 00:00:00","10","1985",
"B104616","A","061630",2,"08/01/87 00:00:00","05","2000",
"B104617","A","033805",2,"03/01/87 00:00:00","07","1996",
"B104619","T","066830",2,"07/01/68 00:00:00","06","2007","041985"
"B104620","T","066830",2,"07/01/68 00:00:00","06","2007","041985"
"B104622","A","061630",2,"08/01/87 00:00:00","05","2000",
"B104623","A","090210",2,"07/01/68 00:00:00","10","1985",
"B104631","T","096240",2,"07/01/68 00:00:00","07","2007","020340"
"B104677","T","062320",2,"07/01/68 00:00:00","07","2007","020340"
"B104698","A","019590",2,"03/01/89 00:00:00","10","1985",
"B104699","A","019590",2,"03/01/89 00:00:00","10","1985",
"B104701","A","093720",2,"08/01/68 00:00:00","10","1985",
"B104702","T","066830",2,"08/01/68 00:00:00","06","2007","041985"
"B104704","A","069520",2,"08/01/68 00:00:00","10","1985",
"B104708","A","033805",2,"02/01/87 00:00:00","10","1985",
"B104709","A","020215",2,"08/01/68 00:00:00","09","2004",
"B104712","A","078780",2,"08/01/68 00:00:00","10","1985",
"B104715","A","093820",2,"08/01/68 00:00:00","11","1999",
"B104720","A","024580",2,"08/01/68 00:00:00","10","1985",
"B104725","A","052205",2,"10/01/84 00:00:00","10","1985",
"B104727","A","061630",2,"08/01/68 00:00:00","05","2000",
"B104728","A","061630",2,"08/01/68 00:00:00","05","2000",
"B104731","A","055050",2,"03/01/87 00:00:00","10","1985",
"B104742","A","063980",2,"08/01/68 00:00:00","07","2000",
"B104754","A","061630",2,"03/01/87 00:00:00","05","2000",
"B104755","A","020215",2,"08/01/68 00:00:00","06","2004",
"B104774","A","061630",2,"08/01/87 00:00:00","05","2000",
"B104777","A","060410",2,"08/01/68 00:00:00","05","2000",
"B104814","A","079310",2,"10/01/88 00:00:00","10","1985",
"B104815","A","079310",2,"10/01/88 00:00:00","10","1985",
"B104818","A","060410",2,"02/01/87 00:00:00","05","2000",
"B104834","A","062985",2,"09/01/81 00:00:00","10","1985",
"B104857","A","030905",2,"09/01/99 00:00:00","09","1985",
"B104868","A","074550",2,"08/01/68 00:00:00","10","1985",
"B104872","A","056810",2,"10/01/66 00:00:00","10","1985",
"B104880","A","048110",2,"08/01/68 00:00:00","10","1985",
"B104881","A","048110",2,"08/01/68 00:00:00","10","1985",
"B104882","A","048110",2,"08/01/68 00:00:00","10","1985",
"B104883","A","060410",2,"08/01/87 00:00:00","05","2000",
"B104885","A","060410",2,"08/01/68 00:00:00","05","2000",
"B104891","T","046710",2,"08/01/68 00:00:00","07","2007","020340"
"B104898","A","077770",2,"08/01/68 00:00:00","10","1985",
"B104905","A","060410",2,"09/01/87 00:00:00","05","2000",
"B104906","A","056810",2,"10/01/66 00:00:00","10","1985",
"B104911","A","029090",2,"08/01/68 00:00:00","10","1985",
"B104917","A","003870",2,"08/01/68 00:00:00","10","1985",
"B104918","A","003870",2,"08/01/68 00:00:00","10","1985",
"B104926","T","066830",2,"12/01/88 00:00:00","06","2007","041985"
"B104939","A","060410",2,"09/01/68 00:00:00","05","2000",
"B104941","T","028760",2,"02/01/87 00:00:00","02","2006","020215"
"B104948","T","066830",2,"12/01/88 00:00:00","06","2007","041985"
"B104965","A","015300",2,"09/01/68 00:00:00","02","2002",
"B104966","A","009640",2,"11/01/86 00:00:00","10","1985",
"B104968","A","015300",2,"09/01/68 00:00:00","02","2002",
"B104969","A","056810",2,"10/01/66 00:00:00","10","1985",
"B104972","A","092450",2,"03/01/87 00:00:00","10","2003",
"B104973","A","092450",2,"03/01/87 00:00:00","10","2003",
"B104975","A","092450",2,"03/01/87 00:00:00","10","2003",
"B104979","A","058940",2,"03/01/87 00:00:00","05","2000",
"B104981","A","030905",2,"09/01/99 00:00:00","09","1985",
"B104992","T","066830",2,"06/01/89 00:00:00","06","2007","042060"
"B104998","A","094660",2,"09/01/68 00:00:00","10","1985",
"B105001","A","066880",2,"09/01/68 00:00:00","06","2000",
"B105004","A","015300",2,"06/01/88 00:00:00","02","2002",
"B105008","A","078780",2,"02/01/87 00:00:00","07","1997",
"B105009","A","025490",2,"09/01/68 00:00:00","12","1997",
"B105011","A","057790",2,"01/01/87 00:00:00","05","2000",
"B105020","T","095750",2,"09/01/68 00:00:00","01","2006","020215"
"B105021","A","020215",2,"09/01/68 00:00:00","03","2004",
"B105024","A","056810",2,"08/01/87 00:00:00","05","2000",
"B105034","A","030905",2,"09/01/99 00:00:00","09","1985",
"B105037","A","056810",2,"08/01/87 00:00:00","05","2000",
"B105043","A","056810",2,"03/01/87 00:00:00","05","2000",
"B105047","A","056810",2,"08/01/87 00:00:00","05","2000",
"B105059","A","061630",2,"09/01/68 00:00:00","10","1985",
"B105068","A","080850",2,"09/01/68 00:00:00","10","1985",
"B105079","A","013921",2,"09/01/68 00:00:00","10","1985",
"B105084","A","025490",2,"09/01/68 00:00:00","10","1985",
"B105098","A","078780",2,"01/01/83 00:00:00","10","1985",
"B105107","A","030905",2,"09/01/99 00:00:00","09","1985",
"B105108","A","030905",2,"09/01/99 00:00:00","09","1985",
"B105112","A","033805",2,"03/01/87 00:00:00","04","1997",
"B105113","A","030905",2,"09/01/99 00:00:00","09","1985",
"B105114","A","030905",2,"09/01/99 00:00:00","09","1985",
