Numero,Situação,Cotista,Cotas,Data_Aquis,Mes_Transf,Ano_Transf,Cotista2
"A200105","A","023460",1,"11/01/68 00:00:00","10","1985",
"A200107","A","084225",1,"11/01/68 00:00:00","10","1985",
"A200111","A","087560",1,"12/01/89 00:00:00","12","2000",
"A200112","A","079310",1,"10/01/89 00:00:00","10","1985",
"A200113","T","022155",1,"02/01/87 00:00:00","05","2006","020215"
"A200116","A","095980",1,"08/01/87 00:00:00","05","2000",
"A200122","T","092770",1,"08/01/87 00:00:00","07","2007","020340"
"A200126","A","020215",1,"10/01/87 00:00:00","09","2004",
"A200127","A","030905",1,"09/01/99 00:00:00","09","1985",
"A200128","A","087560",1,"10/01/87 00:00:00","12","2000",
"A200129","A","095960",1,"02/01/87 00:00:00","05","2000",
"A200130","A","051810",1,"02/01/87 00:00:00","10","1985",
"A200131","A","051810",1,"02/01/87 00:00:00","10","1985",
"A200132","A","085910",1,"12/01/68 00:00:00","10","1985",
"A200137","A","095840",1,"03/01/87 00:00:00","05","2000",
"A200138","A","020215",1,"03/01/87 00:00:00","08","2004",
"A200139","A","087560",1,"12/01/68 00:00:00","12","2000",
"A200140","A","095290",1,"03/01/87 00:00:00","05","2000",
"A200144","A","094090",1,"10/01/86 00:00:00","05","2000",
"A200150","A","033805",1,"12/01/68 00:00:00","10","1985",
"A200160","A","093820",1,"10/01/87 00:00:00","05","2000",
"A200165","A","025490",1,"10/01/87 00:00:00","04","2000",
"A200167","A","020215",1,"10/01/87 00:00:00","01","2004",
"A200168","A","087560",1,"10/01/87 00:00:00","12","2000",
"A200170","A","066880",1,"08/01/89 00:00:00","06","2000",
"A200171","A","017970",1,"12/01/68 00:00:00","10","1996",
"A200172","A","079310",1,"03/01/87 00:00:00","10","1985",
"A200175","A","085540",1,"10/01/87 00:00:00","05","2002",
"A200178","A","087560",1,"03/01/87 00:00:00","12","2000",
"A200184","A","061630",1,"10/01/87 00:00:00","10","1985",
"A200187","A","060410",1,"04/01/89 00:00:00","10","1985",
"A200190","A","085910",1,"12/01/68 00:00:00","10","1985",
"A200205","A","041240",1,"10/01/87 00:00:00","06","1997",
"A200206","A","091050",1,"10/01/87 00:00:00","05","2000",
"A200207","A","027050",1,"10/01/87 00:00:00","10","1985",
"A200210","T","028380",1,"10/01/87 00:00:00","07","2007","020340"
"A200211","A","028410",1,"10/01/87 00:00:00","10","1985",
"A200212","A","033805",1,"10/01/87 00:00:00","10","1985",
"A200213","A","079310",1,"10/01/87 00:00:00","10","1985",
"A200214","T","031510",1,"10/01/87 00:00:00","07","2007","020340"
"A200218","A","026170",1,"01/01/87 00:00:00","10","1985",
"A200219","A","026170",1,"01/01/87 00:00:00","10","1985",
"A200241","A","090510",1,"01/01/69 00:00:00","05","2000",
"A200242","A","088415",1,"12/01/86 00:00:00","05","2000",
"A200248","A","087560",1,"10/01/88 00:00:00","12","2000",
"A200251","A","087440",1,"08/01/87 00:00:00","05","2000",
"A200255","A","015300",1,"10/01/88 00:00:00","02","2002",
"A200260","A","070415",1,"10/01/87 00:00:00","10","1985",
"A200263","T","035650",1,"10/01/87 00:00:00","05","2006","020215"
"A200271","A","038400",1,"10/01/87 00:00:00","10","1985",
"A200273","A","086980",1,"11/01/86 00:00:00","05","2000",
"A200277","A","079310",1,"10/01/87 00:00:00","10","1985",
"A200284","A","085880",1,"11/01/86 00:00:00","05","2000",
"A000909","A","066880",1,"08/01/89 00:00:00","06","2000",
"A000910","A","066880",1,"08/01/89 00:00:00","06","2000",
"A100001","A","006980",1,"10/01/87 00:00:00","10","1985",
"A100002","A","087560",1,"10/01/87 00:00:00","12","2000",
"A100003","A","030220",1,"10/01/87 00:00:00","10","1985",
"A100004","A","019830",1,"03/01/87 00:00:00","10","1985",
"A100006","A","084290",1,"12/01/86 00:00:00","09","2000",
"A100007","A","019560",1,"04/01/68 00:00:00","03","2002",
"A100008","A","020340",1,"08/01/87 00:00:00","05","2000",
"A100009","A","020340",1,"03/01/87 00:00:00","05","2000",
"A100011","A","020340",1,"03/01/87 00:00:00","05","2000",
"A100012","A","096565",1,"04/01/68 00:00:00","10","1985",
"A100513","T","039380",1,"10/01/87 00:00:00","07","2007","020340"
"A100514","A","020340",1,"10/01/87 00:00:00","05","2000",
"A100702","A","080850",1,"10/01/87 00:00:00","10","1985",
"A100706","A","083010",1,"10/01/87 00:00:00","10","1985",
"A100708","A","066880",1,"08/01/89 00:00:00","06","2000",
"A100711","A","020215",1,"10/01/87 00:00:00","11","2003",
"A100712","A","020340",1,"10/01/87 00:00:00","05","2000",
"A100714","A","028820",1,"12/01/88 00:00:00","11","1998",
"A100715","A","020340",1,"10/01/87 00:00:00","05","2000",
"A100719","A","015300",1,"10/01/87 00:00:00","02","2002",
"A100720","A","090540",1,"10/01/87 00:00:00","10","1985",
"A100721","A","092250",1,"10/01/87 00:00:00","10","1985",
"A100722","A","094610",1,"10/01/87 00:00:00","10","1985",
"A100724","A","095410",1,"10/01/87 00:00:00","10","1985",
"A100726","A","020340",1,"10/01/87 00:00:00","05","2000",
"A100727","A","015300",1,"10/01/88 00:00:00","02","2002",
"A100729","A","087560",1,"10/01/88 00:00:00","12","2000",
"A100730","A","066880",1,"08/01/89 00:00:00","06","2000",
"A100731","T","000430",1,"10/01/87 00:00:00","08","2005","020215"
"A100733","A","025490",1,"10/01/87 00:00:00","10","1998",
"A100734","A","020215",1,"10/01/87 00:00:00","01","2003",
"A100735","A","006600",1,"10/01/87 00:00:00","10","1985",
"A100736","A","020215",1,"10/01/87 00:00:00","04","2003",
"A100740","A","008900",1,"10/01/87 00:00:00","10","1985",
"A100742","A","025490",1,"10/01/87 00:00:00","09","1998",
"A100743","A","079310",1,"09/01/88 00:00:00","10","1985",
"A100744","A","010340",1,"10/01/87 00:00:00","10","1985",
"A100746","T","012440",1,"10/01/87 00:00:00","07","2007","020340"
"A100747","A","020215",1,"10/01/87 00:00:00","04","2003",
"A100748","A","066880",1,"08/01/89 00:00:00","06","2000",
"A100751","T","020340",1,"10/01/87 00:00:00","04","2007","018780"
"A100753","A","020340",1,"10/01/87 00:00:00","05","2000",
"A100756","A","087560",1,"10/01/87 00:00:00","12","2000",
"A100757","A","079310",1,"09/01/88 00:00:00","10","1985",
"A100758","A","066880",1,"12/01/88 00:00:00","06","2000",
"A100760","A","028820",1,"10/01/87 00:00:00","11","1998",
"A100765","A","031530",1,"10/01/87 00:00:00","10","1985",
"A100767","A","025490",1,"10/01/87 00:00:00","06","1998",
"A100769","A","036180",1,"10/01/87 00:00:00","10","1985",
"A100771","A","038030",1,"10/01/87 00:00:00","10","1985",
"A100773","A","028820",1,"10/01/87 00:00:00","11","1998",
"A100776","A","040660",1,"10/01/87 00:00:00","10","1985",
"A100779","T","025140",1,"10/01/87 00:00:00","05","2006","020215"
"A100781","T","043580",1,"10/01/87 00:00:00","05","2006","056200"
"A100783","A","087560",1,"10/01/87 00:00:00","12","2000",
"A100785","A","013921",1,"10/01/87 00:00:00","10","1985",
"A100789","A","047740",1,"10/01/87 00:00:00","10","1985",
"A100790","A","079310",1,"09/01/88 00:00:00","10","1985",
"A100791","A","066810",1,"10/01/87 00:00:00","12","2001",
"A100792","A","020215",1,"10/01/87 00:00:00","07","2004",
"A100793","A","087560",1,"12/01/89 00:00:00","12","2000",
"A100794","A","020215",1,"10/01/87 00:00:00","03","2003",
"A100795","A","028820",1,"10/01/87 00:00:00","11","1998",
"A100796","A","019830",1,"10/01/87 00:00:00","10","1985",
"A100798","A","055300",1,"10/01/87 00:00:00","10","1985",
"A100799","T","055720",1,"10/01/87 00:00:00","02","2007","030905"
"A100800","T","056330",1,"10/01/87 00:00:00","11","2006","020215"
"A100801","A","087560",1,"12/01/88 00:00:00","12","2000",
"A100803","A","062010",1,"10/01/87 00:00:00","10","1985",
"A100807","A","066880",1,"12/01/88 00:00:00","06","2000",
"A100808","A","079310",1,"06/01/89 00:00:00","10","1985",
"A100810","A","079310",1,"09/01/88 00:00:00","10","1985",
"A100817","A","020340",1,"10/01/87 00:00:00","05","2000",
"A100818","T","073370",1,"10/01/87 00:00:00","05","2006","020215"
"A100821","A","020340",1,"10/01/87 00:00:00","05","2000",
"A100824","A","028820",1,"10/01/87 00:00:00","11","1998",
"A100826","A","079310",1,"10/01/87 00:00:00","10","1985",
"A100828","A","080080",1,"10/01/87 00:00:00","10","1985",
"A100830","A","033805",1,"03/01/89 00:00:00","10","1985",
"A100831","A","083540",1,"10/01/87 00:00:00","10","1985",
"A100833","A","033805",1,"10/01/87 00:00:00","07","1998",
"A100834","A","070415",1,"10/01/87 00:00:00","10","1985",
"A100839","A","087560",1,"10/01/87 00:00:00","12","2000",
"A100843","A","028820",1,"09/01/87 00:00:00","11","1998",
"A100845","A","028820",1,"10/01/87 00:00:00","11","1998",
"A100848","T","039540",1,"10/01/87 00:00:00","05","2006","020215"
"A100851","A","085540",1,"10/01/87 00:00:00","03","2002",
"A100853","A","078300",1,"10/01/87 00:00:00","10","1985",
"A100855","A","025490",1,"10/01/87 00:00:00","11","1998",
"A100857","A","078730",1,"10/01/87 00:00:00","10","1985",
"A100858","A","079310",1,"10/01/87 00:00:00","10","1985",
"A100859","A","091050",1,"10/01/87 00:00:00","10","1985",
"A100862","A","052205",1,"10/01/87 00:00:00","10","1985",
"A100863","A","066880",1,"01/01/89 00:00:00","06","2000",
"A100864","A","087560",1,"10/01/89 00:00:00","12","2000",
"A100866","A","071685",1,"10/01/87 00:00:00","10","1985",
"A100869","A","061630",1,"11/01/87 00:00:00","10","1985",
"A100870","A","020215",1,"10/01/87 00:00:00","10","2002",
"A100872","A","009870",1,"10/01/87 00:00:00","10","1985",
"A100874","A","028820",1,"12/01/88 00:00:00","11","1998",
"A100876","A","025490",1,"10/01/87 00:00:00","10","1985",
"A100883","A","078780",1,"10/01/87 00:00:00","10","1985",
"A100888","A","062985",1,"10/01/87 00:00:00","10","1985",
"A100905","T","007411",1,"06/01/88 00:00:00","05","2006","020215"
"A100917","A","015300",1,"07/01/88 00:00:00","02","2002",
"A100918","A","015300",1,"07/01/88 00:00:00","02","2002",
"A100920","A","061630",1,"11/01/87 00:00:00","10","1985",
"A100922","A","061630",1,"11/01/87 00:00:00","10","1985",
"A100923","A","058415",1,"08/01/88 00:00:00","10","1985",
"A100924","A","058415",1,"08/01/88 00:00:00","10","1985",
"A100926","A","015300",1,"09/01/88 00:00:00","02","2002",
"A100928","A","079310",1,"10/01/88 00:00:00","10","1985",
"A100931","A","080675",1,"11/01/87 00:00:00","10","1985",
"A100932","A","087560",1,"12/01/88 00:00:00","12","2000",
"A100933","A","087560",1,"12/01/88 00:00:00","12","2000",
"A100934","A","087560",1,"12/01/88 00:00:00","12","2000",
"A100935","A","087560",1,"12/01/88 00:00:00","12","2000",
"A100936","A","087560",1,"12/01/88 00:00:00","12","2000",
"A100937","A","087560",1,"12/01/88 00:00:00","12","2000",
"A100938","A","087560",1,"12/01/88 00:00:00","12","2000",
"A100939","A","087560",1,"12/01/88 00:00:00","12","2000",
"A100940","A","087560",1,"12/01/88 00:00:00","12","2000",
"A100942","A","019590",1,"03/01/89 00:00:00","10","1985",
"A100946","A","013921",1,"11/01/87 00:00:00","10","1985",
"A100947","A","087560",1,"11/01/87 00:00:00","12","2000",
"A100950","A","078780",1,"12/01/87 00:00:00","10","1985",
"A100951","T","063150",1,"11/01/68 00:00:00","05","2006","020215"
"A100952","A","064715",1,"11/01/68 00:00:00","05","2000",
"A200007","A","020340",1,"12/01/86 00:00:00","05","2000",
"A200011","A","006980",1,"10/01/68 00:00:00","10","1985",
"A200015","A","070905",1,"01/01/90 00:00:00","06","1997",
"A200021","T","020340",1,"08/01/87 00:00:00","05","2007","020215"
"A200028","A","083150",1,"10/01/87 00:00:00","10","1985",
"A200029","A","020340",1,"11/01/68 00:00:00","05","2000",
"A200034","A","087560",1,"03/01/87 00:00:00","12","2000",
"A200035","A","033805",1,"11/01/68 00:00:00","08","1995",
"A200036","A","033805",1,"11/01/68 00:00:00","08","1995",
"A200038","A","079310",1,"09/01/88 00:00:00","10","1985",
"A200043","A","066880",1,"10/01/87 00:00:00","06","2000",
"A200048","A","001765",1,"10/01/87 00:00:00","10","1985",
"A200049","A","020340",1,"12/01/86 00:00:00","05","2000",
"A200051","A","087560",1,"12/01/88 00:00:00","12","2000",
"A200060","T","020340",1,"03/01/87 00:00:00","08","2005","005240"
"A200066","A","015300",1,"06/01/88 00:00:00","02","2002",
"A200069","A","020215",1,"11/01/68 00:00:00","04","2003",
"A200074","A","061630",1,"12/01/89 00:00:00","10","1985",
"A200075","A","019830",1,"11/01/87 00:00:00","10","1985",
"A200077","A","062985",1,"09/01/81 00:00:00","10","1985",
"A200078","A","062985",1,"09/01/81 00:00:00","10","1985",
"A200079","A","020215",1,"10/01/86 00:00:00","04","2003",
"A200080","A","020340",1,"08/01/87 00:00:00","05","2000",
"A200081","T","097730",1,"03/01/87 00:00:00","05","2006","020215"
"A200090","A","081090",1,"11/01/68 00:00:00","09","2003",
"A200091","A","097550",1,"11/01/68 00:00:00","05","2000",
"A200096","A","097400",1,"03/01/87 00:00:00","05","2000",
"A200102","A","050610",1,"11/01/68 00:00:00","10","1985",
"A200103","T","096240",1,"11/01/68 00:00:00","07","2007","020340"
"A200292","T","041200",1,"10/01/87 00:00:00","07","2007","020215"
"A200304","A","087560",1,"10/01/87 00:00:00","12","2000",
"A200311","A","062985",1,"09/01/81 00:00:00","10","1985",
"A200312","A","047081",1,"08/01/87 00:00:00","10","1985",
"A200320","A","016540",1,"01/01/69 00:00:00","10","1985",
"A200321","A","041310",1,"01/01/88 00:00:00","10","1985",
"A200324","A","025490",1,"10/01/87 00:00:00","05","1998",
"A200327","A","025490",1,"10/01/87 00:00:00","11","2002",
"A200328","A","070415",1,"10/01/87 00:00:00","10","1985",
"A200332","A","025490",1,"10/01/87 00:00:00","05","1998",
"A200335","A","016540",1,"01/01/69 00:00:00","10","1985",
"A200336","A","016540",1,"01/01/69 00:00:00","10","1985",
"A200337","A","016540",1,"01/01/69 00:00:00","10","1985",
"A200341","A","083250",1,"10/01/87 00:00:00","05","2000",
"A200344","A","016540",1,"01/01/69 00:00:00","10","1985",
"A200347","A","082450",1,"10/01/87 00:00:00","05","2000",
"A200349","A","082090",1,"10/01/87 00:00:00","05","2000",
"A200353","A","079310",1,"09/01/88 00:00:00","10","1985",
"A200357","A","081090",1,"02/01/69 00:00:00","09","2003",
"A200358","A","078780",1,"02/01/69 00:00:00","10","1985",
"A200362","A","057840",1,"10/01/87 00:00:00","10","1985",
"A200365","A","079310",1,"06/01/88 00:00:00","10","1985",
"A200370","A","056810",1,"09/01/66 00:00:00","10","1985",
"A200372","A","081260",1,"01/01/87 00:00:00","05","2000",
"A200373","A","087560",1,"10/01/87 00:00:00","12","2000",
"A200375","A","060610",1,"10/01/87 00:00:00","10","1985",
"A200376","A","087560",1,"10/01/87 00:00:00","12","2000",
"A200377","A","062252",1,"10/01/87 00:00:00","10","1985",
"A200378","A","087560",1,"10/01/87 00:00:00","12","2000",
"A200383","A","081090",1,"02/01/69 00:00:00","09","2003",
"A200397","A","089431",1,"02/01/69 00:00:00","10","1985",
"A200398","A","070905",1,"08/01/87 00:00:00","04","1997",
"A200435","T","059350",1,"03/01/87 00:00:00","07","2007","020340"
"A200436","T","064720",1,"10/01/87 00:00:00","07","2007","020340"
"A200438","A","087560",1,"10/01/89 00:00:00","12","2000",
"A200442","A","080675",1,"02/01/87 00:00:00","05","2000",
"A200450","T","071655",1,"02/01/69 00:00:00","07","2007","020340"
"A200452","A","087560",1,"02/01/69 00:00:00","12","2000",
"A200454","A","087560",1,"11/01/86 00:00:00","12","2000",
"A200456","A","080610",1,"10/01/87 00:00:00","05","2000",
"A200467","T","080590",1,"02/01/69 00:00:00","05","2006","020215"
"A200474","A","080210",1,"10/01/87 00:00:00","05","2000",
"A200476","A","079310",1,"02/01/69 00:00:00","10","1985",
"A200478","A","084225",1,"02/01/69 00:00:00","10","1985",
"A200482","A","078730",1,"10/01/87 00:00:00","05","2000",
"A200483","A","025490",1,"10/01/87 00:00:00","10","2001",
"A200486","A","071470",1,"10/01/87 00:00:00","10","1985",
"A200489","A","078780",1,"08/01/87 00:00:00","07","1997",
"A200490","T","039380",1,"03/01/69 00:00:00","07","2007","020340"
"A200491","A","022535",1,"12/01/86 00:00:00","10","1985",
"A200495","A","056810",1,"08/01/66 00:00:00","10","1985",
"A200497","A","005120",1,"03/01/69 00:00:00","10","1985",
"A200501","A","056810",1,"08/01/66 00:00:00","10","1985",
"A200502","A","005120",1,"03/01/69 00:00:00","10","1985",
"A200511","T","078010",1,"10/01/87 00:00:00","02","2007","020215"
"A200526","A","083150",1,"03/01/69 00:00:00","10","1985",
"A200528","A","078780",1,"09/01/81 00:00:00","10","1985",
"A200531","A","079310",1,"10/01/89 00:00:00","10","1985",
"A200532","A","030220",1,"03/01/69 00:00:00","10","1985",
"A200533","A","077770",1,"11/01/86 00:00:00","05","2000",
"A200534","A","079310",1,"10/01/89 00:00:00","10","1985",
"A200536","A","020215",1,"08/01/87 00:00:00","01","2005",
"A200539","A","019830",1,"10/01/87 00:00:00","06","1997",
"A200546","A","020215",1,"10/01/88 00:00:00","03","2004",
"A200547","A","020215",1,"10/01/88 00:00:00","03","2004",
"A200548","A","087560",1,"06/01/70 00:00:00","12","2000",
"A200549","A","020215",1,"04/01/71 00:00:00","05","2003",
"A300002","A","078780",1,"10/01/88 00:00:00","02","1998",
"A300003","A","056810",1,"10/01/88 00:00:00","10","1985",
"A300008","A","060505",1,"10/01/88 00:00:00","03","2002",
"A300010","A","004660",1,"10/01/88 00:00:00","10","1985",
"A300013","A","079310",1,"10/01/88 00:00:00","10","1985",
"A300014","A","092888",1,"10/01/88 00:00:00","11","1995",
"A300016","A","087560",1,"12/01/88 00:00:00","12","2000",
"A300018","A","047640",1,"10/01/88 00:00:00","10","1985",
"A300019","A","020215",1,"10/01/88 00:00:00","04","2003",
"A300020","A","072460",1,"10/01/88 00:00:00","10","1985",
"A300021","A","091480",1,"10/01/88 00:00:00","10","1985",
"A300023","A","058940",1,"10/01/88 00:00:00","10","1985",
"A300025","A","019830",1,"10/01/88 00:00:00","07","1996",
"A300027","A","087560",1,"12/01/89 00:00:00","12","2000",
"A300029","A","013910",1,"10/01/88 00:00:00","10","1985",
"A300030","A","087560",1,"12/01/88 00:00:00","12","2000",
"A300031","T","031950",1,"10/01/88 00:00:00","01","2006","061990"
"A300036","A","056340",1,"10/01/88 00:00:00","10","1985",
"A300037","T","028760",1,"10/01/88 00:00:00","02","2006","020215"
"A300038","A","061630",1,"10/01/88 00:00:00","10","1985",
"A300042","A","081090",1,"10/01/88 00:00:00","09","2003",
"A300043","A","009870",1,"10/01/88 00:00:00","10","1985",
"A300047","A","061630",1,"10/01/88 00:00:00","10","1985",
"A300049","A","071685",1,"10/01/88 00:00:00","10","1985",
"A300050","A","087560",1,"12/01/88 00:00:00","12","2000",
"A300051","A","020215",1,"10/01/88 00:00:00","10","2002",
"A300055","T","039540",1,"10/01/88 00:00:00","05","2006","020215"
"A300057","T","078265",1,"10/01/88 00:00:00","08","2005","033840"
"A300058","A","085540",1,"10/01/88 00:00:00","03","2002",
"A300059","A","078300",1,"10/01/88 00:00:00","10","1985",
"A300060","A","025490",1,"10/01/88 00:00:00","11","1998",
"A300062","A","078730",1,"10/01/88 00:00:00","10","1985",
"A300063","A","079310",1,"10/01/88 00:00:00","10","1985",
"A300064","A","091050",1,"10/01/88 00:00:00","10","1985",
"A300069","A","087560",1,"10/01/88 00:00:00","12","2000",
"A300071","A","020215",1,"10/01/88 00:00:00","07","2002",
"A300073","A","020215",1,"10/01/88 00:00:00","06","2002",
"A300075","A","092450",1,"10/01/88 00:00:00","10","2003",
"A300080","A","013921",1,"10/01/88 00:00:00","02","1991",
"A300081","A","030045",1,"10/01/88 00:00:00","10","1985",
"A300082","T","036460",1,"10/01/88 00:00:00","07","2007","020340"
"A300086","A","053902",1,"10/01/88 00:00:00","10","1985",
"A300088","A","025490",1,"10/01/88 00:00:00","08","2001",
"A300089","A","020215",1,"10/01/88 00:00:00","04","2003",
"A300090","A","025490",1,"10/01/88 00:00:00","01","1998",
"A300092","A","087560",1,"12/01/88 00:00:00","12","2000",
"A300095","A","061630",1,"10/01/88 00:00:00","11","1989",
"A300099","A","087560",1,"10/01/88 00:00:00","12","2000",
"A300100","A","025490",1,"10/01/88 00:00:00","08","1998",
"A300101","A","087560",1,"12/01/88 00:00:00","12","2000",
"A300102","A","087560",1,"10/01/88 00:00:00","12","2000",
"A300103","A","003870",1,"10/01/88 00:00:00","10","1985",
"A300104","A","087560",1,"10/01/88 00:00:00","12","2000",
"A300105","A","087560",1,"10/01/88 00:00:00","12","2000",
"A300107","A","087560",1,"10/01/88 00:00:00","12","2000",
"A300110","A","073560",1,"10/01/88 00:00:00","05","2000",
"A300112","A","012470",1,"10/01/88 00:00:00","10","1985",
"A300115","A","087560",1,"10/01/88 00:00:00","12","2000",
"A300118","A","021040",1,"10/01/88 00:00:00","10","1985",
"A300119","A","066880",1,"10/01/88 00:00:00","06","2000",
"A300120","A","079310",1,"10/01/88 00:00:00","10","1985",
"A300122","A","027020",1,"10/01/88 00:00:00","10","1985",
"A300123","A","025490",1,"10/01/88 00:00:00","12","1997",
"A300124","A","053505",1,"10/01/88 00:00:00","03","1996",
"A300125","A","025490",1,"10/01/88 00:00:00","11","2002",
"A300126","A","020215",1,"10/01/88 00:00:00","11","2003",
"A300127","A","087560",1,"12/01/88 00:00:00","12","2000",
"A300128","T","039180",1,"10/01/88 00:00:00","02","2006","020215"
"A300130","A","061630",1,"12/01/89 00:00:00","10","1985",
"A300133","A","015300",1,"10/01/88 00:00:00","02","2002",
"A300134","A","057670",1,"10/01/88 00:00:00","10","1985",
"A300135","A","087560",1,"12/01/88 00:00:00","12","2000",
"A300136","A","062330",1,"10/01/88 00:00:00","10","1985",
"A300137","A","064815",1,"10/01/88 00:00:00","10","1985",
"A300139","A","080675",1,"10/01/88 00:00:00","10","1985",
"A300140","A","068200",1,"10/01/88 00:00:00","10","1985",
"A300143","A","025490",1,"10/01/88 00:00:00","03","1998",
"A300147","A","081260",1,"10/01/88 00:00:00","10","1985",
"A300148","A","087560",1,"10/01/88 00:00:00","12","2000",
"A300150","A","095290",1,"10/01/88 00:00:00","10","1985",
"A300151","T","096240",1,"10/01/88 00:00:00","07","2007","020340"
"A300152","A","016540",1,"10/01/88 00:00:00","10","1985",
"A300154","A","000030",1,"10/01/88 00:00:00","10","1988",
"A300156","A","032290",1,"10/01/88 00:00:00","04","1999",
"A300157","A","001090",1,"10/01/88 00:00:00","10","1985",
"A300158","A","001250",1,"10/01/88 00:00:00","10","1985",
"A300161","T","002420",1,"10/01/88 00:00:00","04","2007","041985"
"A300163","A","004050",1,"10/01/88 00:00:00","10","1985",
"A300165","A","005670",1,"10/01/88 00:00:00","10","1985",
"A300168","A","060410",1,"10/01/88 00:00:00","10","1985",
"A300171","A","087560",1,"10/01/88 00:00:00","12","2000",
"A300173","A","087560",1,"10/01/88 00:00:00","12","2000",
"A300174","A","085540",1,"10/01/88 00:00:00","10","2002",
"A300176","A","014300",1,"10/01/88 00:00:00","10","1985",
"A300179","A","033805",1,"10/01/88 00:00:00","10","1985",
"A300180","T","017880",1,"10/01/88 00:00:00","02","2006","070300"
"A300182","A","033805",1,"10/01/88 00:00:00","10","1985",
"A300184","A","020215",1,"10/01/88 00:00:00","01","2004",
"A300185","A","079310",1,"09/01/89 00:00:00","10","1985",
"A300186","A","021140",1,"10/01/88 00:00:00","10","1985",
"A300187","A","021870",1,"10/01/88 00:00:00","10","1985",
"A300189","A","087560",1,"10/01/88 00:00:00","12","2000",
"A300193","A","087560",1,"10/01/88 00:00:00","12","2000",
"A300196","A","087560",1,"10/01/88 00:00:00","12","2000",
"A300197","T","027490",1,"10/01/88 00:00:00","11","2006","020215"
"A300198","T","028430",1,"10/01/88 00:00:00","07","2007","020340"
"A300199","T","028910",1,"10/01/88 00:00:00","07","2007","020340"
"A300202","A","031660",1,"10/01/88 00:00:00","10","1985",
"A300204","A","066880",1,"10/01/88 00:00:00","06","2000",
"A300205","A","087560",1,"10/01/88 00:00:00","12","2000",
"A300206","A","020215",1,"10/01/88 00:00:00","04","2003",
"A300209","A","087560",1,"10/01/88 00:00:00","12","2000",
"A300210","A","035120",1,"10/01/88 00:00:00","10","1985",
"A300211","T","078265",1,"10/01/88 00:00:00","08","2005","033840"
"A300213","A","039470",1,"10/01/88 00:00:00","10","1985",
"A300214","A","039500",1,"10/01/88 00:00:00","10","1985",
"A300215","A","087560",1,"10/01/88 00:00:00","12","2000",
"A300216","A","020215",1,"10/01/88 00:00:00","04","2003",
"A300217","A","025490",1,"10/01/88 00:00:00","02","1998",
"A300218","A","065170",1,"10/01/88 00:00:00","06","2001",
"A300222","A","087560",1,"10/01/88 00:00:00","12","2000",
"A300223","A","020215",1,"10/01/88 00:00:00","04","2003",
"A300224","A","087560",1,"12/01/88 00:00:00","12","2000",
"A300225","A","020215",1,"10/01/88 00:00:00","04","2003",
"A300226","A","020215",1,"10/01/88 00:00:00","09","2004",
"A300227","A","025490",1,"10/01/88 00:00:00","10","2000",
"A300228","A","087560",1,"10/01/88 00:00:00","12","2000",
"A300230","A","048110",1,"10/01/88 00:00:00","10","1985",
"A300231","A","048130",1,"10/01/88 00:00:00","10","1985",
"A300232","A","087560",1,"10/01/88 00:00:00","12","2000",
"A300233","A","020215",1,"10/01/88 00:00:00","06","2002",
"A300234","A","013921",1,"10/01/88 00:00:00","10","1985",
"A300238","A","051960",1,"10/01/88 00:00:00","10","1985",
"A300242","A","053900",1,"10/01/88 00:00:00","10","1985",
"A300243","A","061630",1,"10/01/88 00:00:00","10","1985",
"A300246","A","087560",1,"10/01/89 00:00:00","12","2000",
"A300247","A","058980",1,"10/01/88 00:00:00","10","1985",
"A300250","A","033805",1,"10/01/88 00:00:00","11","1999",
"A300252","A","066880",1,"10/01/88 00:00:00","06","2000",
"A300253","A","061975",1,"10/01/88 00:00:00","10","1985",
"A300255","A","087560",1,"10/01/88 00:00:00","12","2000",
"A300258","A","087560",1,"12/01/88 00:00:00","12","2000",
"A300259","A","087560",1,"04/01/89 00:00:00","12","2000",
"A300261","A","065280",1,"10/01/88 00:00:00","10","1985",
"A300263","A","065370",1,"10/01/88 00:00:00","10","1985",
"A300264","A","065370",1,"10/01/88 00:00:00","11","2003",
"A300265","A","033805",1,"10/01/88 00:00:00","10","1985",
"A300267","A","067560",1,"10/01/88 00:00:00","10","1985",
"A300268","A","087560",1,"12/01/88 00:00:00","12","2000",
"A300274","A","071970",1,"10/01/88 00:00:00","10","1985",
"A300275","A","073560",1,"10/01/88 00:00:00","10","1985",
"A300276","A","020215",1,"10/01/88 00:00:00","08","2002",
"A300277","A","020215",1,"10/01/88 00:00:00","05","2003",
"A300278","A","020215",1,"10/01/88 00:00:00","01","2005",
"A300279","A","087560",1,"10/01/88 00:00:00","12","2000",
"A300282","A","077770",1,"10/01/88 00:00:00","10","1985",
"A300283","T","078010",1,"10/01/88 00:00:00","02","2007","020215"
"A300286","A","080610",1,"10/01/88 00:00:00","10","1985",
"A300288","A","087560",1,"06/01/89 00:00:00","12","2000",
"A300289","A","000645",1,"10/01/88 00:00:00","10","1985",
"A300290","A","082090",1,"10/01/88 00:00:00","10","1985",
"A300291","A","087560",1,"12/01/88 00:00:00","12","2000",
"A300292","A","082450",1,"10/01/88 00:00:00","10","1985",
"A300293","A","071970",1,"10/01/88 00:00:00","05","2000",
"A300294","A","083250",1,"10/01/88 00:00:00","10","1985",
"A300296","A","015300",1,"10/01/88 00:00:00","02","2002",
"A300298","A","087560",1,"12/01/88 00:00:00","12","2000",
