Ano,Mes,IRJur,Teto1,Porc1,Abat1,Teto2,Porc2,Abat2,Teto3,Porc3,Abat3,Teto4,Porc4,Abat4,Teto5,Porc5,Abat5,Teto6,Porc6,Abat6
"2000","11",1.5000,900.0000,0.0000,0.0000,1800.0000,15.0000,135.0000,999999.9900,27.5000,360.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2000","12",1.5000,900.0000,0.0000,0.0000,1800.0000,15.0000,135.0000,999999.9900,27.5000,360.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2001","01",1.5000,900.0000,0.0000,0.0000,1800.0000,15.0000,135.0000,999999.9900,27.5000,360.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2001","02",1.5000,900.0000,0.0000,0.0000,1800.0000,15.0000,135.0000,999999.9900,27.5000,360.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2001","03",1.5000,900.0000,0.0000,0.0000,1800.0000,15.0000,135.0000,999999.9900,27.5000,360.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2001","04",1.5000,900.0000,0.0000,0.0000,1800.0000,15.0000,135.0000,999999.9900,27.5000,360.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2001","05",1.5000,900.0000,0.0000,0.0000,1800.0000,15.0000,135.0000,999999.9900,27.5000,360.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2001","06",1.5000,900.0000,0.0000,0.0000,1800.0000,15.0000,135.0000,999999.9900,27.5000,360.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2001","07",1.5000,900.0000,0.0000,0.0000,1800.0000,15.0000,135.0000,999999.9900,27.5000,360.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2001","08",1.5000,900.0000,0.0000,0.0000,1800.0000,15.0000,135.0000,999999.9900,27.5000,360.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2001","09",1.5000,900.0000,0.0000,0.0000,1800.0000,15.0000,135.0000,999999.9900,27.5000,360.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2001","10",1.5000,900.0000,0.0000,0.0000,1800.0000,15.0000,135.0000,999999.9900,27.5000,360.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2001","11",1.5000,900.0000,0.0000,0.0000,1800.0000,15.0000,135.0000,999999.9900,27.5000,360.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2001","12",1.5000,1057.5000,0.0000,0.0000,2115.0000,15.0000,158.6200,999999.0000,27.5000,423.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2002","01",1.5000,1058.0000,0.0000,0.0000,2115.0000,15.0000,158.7000,999999.9900,27.5000,423.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2002","02",1.5000,1058.0000,0.0000,0.0000,2115.0000,15.0000,158.7000,999999.0000,27.5000,423.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2002","03",1.5000,1058.0000,0.0000,0.0000,2115.0000,15.0000,158.7000,999999.9900,27.5000,423.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2002","04",1.5000,1058.0000,0.0000,0.0000,2115.0000,15.0000,158.7000,999999.9900,27.5000,423.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2002","05",1.5000,1058.0000,0.0000,0.0000,2115.0000,15.0000,158.7000,999999.9900,27.5000,423.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2002","06",1.5000,1058.0000,0.0000,0.0000,2115.0000,15.0000,158.7000,999999.9900,27.5000,423.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2002","07",1.5000,1058.0000,0.0000,0.0000,2115.0000,15.0000,158.7000,999999.9900,27.5000,423.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2002","08",1.5000,1058.0000,0.0000,0.0000,2115.0000,15.0000,158.7000,999999.9900,27.5000,423.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2002","09",1.5000,1058.0000,0.0000,0.0000,2115.0000,15.0000,158.7000,999999.9900,27.5000,423.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2002","10",1.5000,1058.0000,0.0000,0.0000,2115.0000,15.0000,158.7000,999999.9900,27.5000,423.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2002","11",1.5000,1058.0000,0.0000,0.0000,2115.0000,15.0000,158.7000,999999.9900,27.5000,423.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2002","12",1.5000,1058.0000,0.0000,0.0000,2115.0000,15.0000,158.7000,999999.9900,27.5000,423.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2003","01",1.5000,1058.0000,0.0000,0.0000,2115.0000,15.0000,158.7000,999999.9900,27.5000,423.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2003","02",1.5000,1058.0000,0.0000,0.0000,2115.0000,15.0000,158.7000,999999.9900,27.5000,423.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2003","03",1.5000,1058.0000,0.0000,0.0000,2115.0000,15.0000,158.7000,999999.9900,27.5000,423.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2003","04",1.5000,1058.0000,0.0000,0.0000,2115.0000,15.0000,158.7000,999999.9900,27.5000,423.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2003","05",1.5000,1058.0000,0.0000,0.0000,2115.0000,15.0000,158.7000,999999.9900,27.5000,423.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2003","06",1.5000,1058.0000,0.0000,0.0000,2115.0000,15.0000,158.7000,999999.9900,27.5000,423.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2003","07",1.5000,1058.0000,0.0000,0.0000,2115.0000,15.0000,158.7000,999999.9900,27.5000,423.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2003","08",1.5000,1058.0000,0.0000,0.0000,2115.0000,15.0000,158.7000,999999.9900,27.5000,423.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2003","09",1.5000,1058.0000,0.0000,0.0000,2115.0000,15.0000,158.7000,999999.9900,27.5000,423.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2003","10",1.5000,1058.0000,0.0000,0.0000,2115.0000,15.0000,158.7000,999999.9900,27.5000,423.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2003","11",1.5000,1058.0000,0.0000,0.0000,2115.0000,15.0000,158.7000,999999.9900,27.5000,423.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2003","12",1.5000,1058.0000,0.0000,0.0000,2115.0000,15.0000,158.7000,999999.9900,27.5000,423.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2004","01",1.5000,1058.0000,0.0000,0.0000,2115.0000,15.0000,158.7000,999999.9900,27.5000,423.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2004","02",1.5000,1058.0000,0.0000,0.0000,2115.0000,15.0000,158.7000,999999.9900,27.5000,423.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2004","03",1.5000,1058.0000,0.0000,0.0000,2115.0000,15.0000,158.7000,999999.9900,27.5000,423.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2004","04",1.5000,1058.0000,0.0000,0.0000,2115.0000,15.0000,158.7000,999999.9900,27.5000,423.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2004","05",1.5000,1058.0000,0.0000,0.0000,2115.0000,15.0000,158.7000,999999.9900,27.5000,423.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2004","06",1.5000,1058.0000,0.0000,0.0000,2115.0000,15.0000,158.7000,999999.9900,27.5000,423.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2004","07",1.5000,1158.0000,0.0000,0.0000,2115.0000,15.0000,158.7000,999999.9900,27.5000,423.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2004","08",1.5000,1158.0000,0.0000,0.0000,2115.0000,15.0000,158.7000,999999.9900,27.5000,423.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2004","09",1.5000,1158.0000,0.0000,0.0000,2115.0000,15.0000,158.7000,999999.9900,27.5000,423.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2004","10",1.5000,1158.0000,0.0000,0.0000,2115.0000,15.0000,158.7000,999999.9900,27.5000,423.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2004","11",1.5000,1158.0000,0.0000,0.0000,2115.0000,15.0000,158.7000,999999.9900,27.5000,423.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2004","12",1.5000,1158.0000,0.0000,0.0000,2115.0000,15.0000,158.7000,999999.0000,27.5000,423.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2005","01",1.5000,1164.0000,0.0000,0.0000,2326.0000,15.0000,174.6000,999999.9900,27.5000,465.3500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2005","02",1.5000,1164.0000,0.0000,0.0000,2326.0000,15.0000,174.6000,999999.9900,27.5000,465.3500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2005","03",1.5000,1164.0000,0.0000,0.0000,2326.0000,15.0000,174.6000,999999.9900,27.5000,465.3500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2006","02",1.5000,1257.1300,0.0000,0.0000,2512.0900,15.0000,188.5700,999999.9900,27.5000,502.5800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"2006","12",1.5000,1313.6900,0.0000,0.0000,2625.1200,15.0000,197.0500,999999.9900,27.5000,525.1900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
