Compactado,Cotista,Numero,Data,Cotas
"Z100069","066800","C200423","02/25/99 00:00:00",4
"Z100013","033841","D000001","05/02/95 00:00:00",10
"Z100031","085540","D000002","07/02/97 00:00:00",10
"Z100030","091285","D000011","07/02/97 00:00:00",10
"Z100015","066741","D000012","05/04/95 00:00:00",10
"Z100040","091286","D000018","11/20/98 00:00:00",10
"Z100030","091285","D000024","07/02/97 00:00:00",10
"Z200004","085540","D000025","02/21/99 00:00:00",10
"Z100042","085541","D000025","11/20/98 00:00:00",10
"Z100059","066811","D000026","01/01/97 00:00:00",10
"Z100016","079510","D000027","06/01/95 00:00:00",10
"Z100030","091285","D000028","07/02/97 00:00:00",10
"Z100027","039450","D000030","07/02/97 00:00:00",10
"Z100027","039450","D000031","07/02/97 00:00:00",10
"Z100005","079511","D000035","06/01/95 00:00:00",10
"Z100053","066741","D000036","08/13/99 00:00:00",10
"Z100051","079510","D000039","08/12/99 00:00:00",10
"Z100053","066741","D000040","08/13/99 00:00:00",10
"Z100027","039450","D000043","07/02/97 00:00:00",10
"Z100053","066741","D000048","08/13/99 00:00:00",10
"Z100030","091285","D000049","07/02/97 00:00:00",10
"Z100007","041985","D000052","02/26/99 00:00:00",10
"Z100027","039450","D000055","07/02/97 00:00:00",10
"Z100030","091285","D000059","07/02/97 00:00:00",10
"Z100013","033841","D000061","05/02/95 00:00:00",10
"Z200004","085540","D000064","02/21/99 00:00:00",10
"Z100042","085541","D000064","11/20/98 00:00:00",10
"Z100027","039450","D000065","07/02/97 00:00:00",10
"Z100007","041985","D000070","02/26/99 00:00:00",10
"Z100030","091285","D000073","07/02/97 00:00:00",10
"Z100030","091285","D000077","07/02/97 00:00:00",10
"Z100031","085540","D000087","07/02/97 00:00:00",10
"Z100001","041985","D000089","05/08/95 00:00:00",10
"Z100001","041985","D000090","05/08/95 00:00:00",10
"Z100001","041985","D000091","05/08/95 00:00:00",10
"Z100001","041985","D000092","05/08/95 00:00:00",10
"Z100001","041985","D000094","05/08/95 00:00:00",10
"Z100001","041985","D000096","05/08/95 00:00:00",10
"Z100016","079510","D000097","06/01/95 00:00:00",10
"Z100001","041985","D000100","05/08/95 00:00:00",10
"Z100031","085540","D000103","07/02/97 00:00:00",10
"Z100001","041985","D000106","05/08/95 00:00:00",10
"Z100001","041985","D000107","05/08/95 00:00:00",10
"Z100001","041985","D000109","05/08/95 00:00:00",10
"Z100001","041985","D000110","05/08/95 00:00:00",10
"Z100001","041985","D000113","05/08/95 00:00:00",10
"Z100001","041985","D000114","05/08/95 00:00:00",10
"Z100016","079510","D000118","06/01/95 00:00:00",10
"Z100001","041985","D000119","05/08/95 00:00:00",10
"Z100001","041985","D000126","05/08/95 00:00:00",10
"Z100008","019076","D000131","05/08/95 00:00:00",10
"Z100052","033841","D000132","08/12/99 00:00:00",10
"Z100001","041985","D000135","05/08/95 00:00:00",10
"Z100005","079511","D000136","06/01/95 00:00:00",10
"Z100005","079511","D000141","06/01/95 00:00:00",10
"Z100001","041985","D000142","05/08/95 00:00:00",10
"Z100001","041985","D000144","05/08/95 00:00:00",10
"Z100027","039450","D000145","07/02/97 00:00:00",10
"Z100027","039450","D000146","07/02/97 00:00:00",10
"Z100001","041985","D000148","05/08/95 00:00:00",10
"Z100001","041985","D000152","05/08/95 00:00:00",10
"Z100001","041985","D000155","05/08/95 00:00:00",10
"Z100001","041985","D000157","05/08/95 00:00:00",10
"Z100031","085540","D000158","07/02/97 00:00:00",10
"Z100007","041985","D000162","02/26/99 00:00:00",10
"Z100001","041985","D000163","05/08/95 00:00:00",10
"N000555","066820","D000163","02/27/99 00:00:00",10
"Z100001","041985","D000166","05/08/95 00:00:00",10
"Z100030","091285","D000170","07/02/97 00:00:00",10
"Z100001","041985","D000173","05/08/95 00:00:00",10
"Z100001","041985","D000177","05/08/95 00:00:00",10
"Z100001","041985","D000182","05/08/95 00:00:00",10
"Z100001","041985","D000183","05/08/95 00:00:00",10
"Z100050","006740","D000186","08/12/99 00:00:00",10
"Z100001","041985","D000187","05/08/95 00:00:00",10
"Z100001","041985","D000189","05/08/95 00:00:00",10
"Z100001","041985","D000192","05/08/95 00:00:00",10
"Z200003","085541","D000198","12/23/99 00:00:00",10
"Z100001","041985","D000200","05/08/95 00:00:00",10
"Z100005","079511","D000201","06/01/95 00:00:00",10
"Z100001","041985","D000202","05/08/95 00:00:00",10
"Z100001","041985","D000204","05/08/95 00:00:00",10
"Z100001","041985","D000208","05/08/95 00:00:00",10
"Z100001","041985","D000211","05/08/95 00:00:00",10
"Z100053","066741","D000212","08/13/99 00:00:00",10
"Z100030","091285","D000216","07/02/97 00:00:00",10
"Z100001","041985","D000219","05/08/95 00:00:00",10
"Z100001","041985","D000222","05/08/95 00:00:00",10
"Z100043","091286","D000224","11/20/98 00:00:00",10
"Z100052","033841","D000229","08/12/99 00:00:00",10
"Z100027","039450","D000231","07/02/97 00:00:00",10
"Z100001","041985","D000232","05/08/95 00:00:00",10
"N000555","066820","D000232","02/27/99 00:00:00",10
"Z100001","041985","D000233","05/08/95 00:00:00",10
"Z100030","091285","D000236","07/02/97 00:00:00",10
"Z100031","085540","D000238","07/02/97 00:00:00",10
"Z100001","041985","D000241","05/08/95 00:00:00",10
"Z100001","041985","D000242","05/08/95 00:00:00",10
"Z100012","083435","D000243","05/04/95 00:00:00",10
"Z100012","083435","D000244","05/04/95 00:00:00",10
"Z100012","083435","D000245","05/04/95 00:00:00",10
"Z100012","083435","D000246","05/04/95 00:00:00",10
"Z100001","041985","D000247","05/08/95 00:00:00",10
"Z100003","041986","D000247","04/03/99 00:00:00",10
"Z100027","039450","D000250","07/02/97 00:00:00",10
"Z100012","083435","D000251","05/04/95 00:00:00",10
"Z100200","085541","D000253","09/15/99 00:00:00",10
"Z100030","091285","D000260","07/02/97 00:00:00",10
"Z100008","019076","D000261","05/08/95 00:00:00",10
"Z100012","083435","D000263","05/04/95 00:00:00",10
"Z100012","083435","D000266","05/04/95 00:00:00",10
"Z100065","091290","D000267","11/20/99 00:00:00",10
"Z100059","066811","D000268","01/01/97 00:00:00",10
"Z100012","083435","D000275","05/04/95 00:00:00",10
"Z100030","091285","D000279","07/02/97 00:00:00",10
"Z100006","066740","D000281","05/05/95 00:00:00",10
"Z100012","083435","D000282","05/04/95 00:00:00",10
"Z100050","006740","D000283","08/12/99 00:00:00",10
"Z100012","083435","D000285","05/04/95 00:00:00",10
"Z100012","083435","D000287","05/04/95 00:00:00",10
"Z100031","085540","D000289","07/02/97 00:00:00",10
"Z100005","079511","D000290","06/01/95 00:00:00",10
"Z100031","085540","D000291","07/02/97 00:00:00",10
"Z100012","083435","D000292","05/04/95 00:00:00",10
"Z100012","083435","D000293","05/04/95 00:00:00",10
"Z100030","091285","D000295","07/02/97 00:00:00",10
"Z100005","079511","D000298","06/01/95 00:00:00",10
"Z100030","091285","D000299","07/02/97 00:00:00",10
"Z100030","091285","D000301","07/02/97 00:00:00",10
"Z100008","019076","D000306","05/08/95 00:00:00",10
"Z100021","092450","D000307","01/13/96 00:00:00",10
"Z100012","083435","D000308","05/04/95 00:00:00",10
"Z100027","039450","D000309","07/02/97 00:00:00",10
"Z100043","091286","D000310","11/20/98 00:00:00",10
"Z100005","079511","D000311","06/01/95 00:00:00",10
"Z100005","079511","D000312","06/01/95 00:00:00",10
"Z100009","021575","D000314","05/08/95 00:00:00",10
"Z100025","066741","D000314","06/09/97 00:00:00",10
"Z100012","083435","D000316","05/04/95 00:00:00",10
"Z100012","083435","D000318","05/04/95 00:00:00",10
"Z100059","066811","D000322","01/01/97 00:00:00",10
"Z100012","083435","D000325","05/04/95 00:00:00",10
"Z100012","083435","D000336","05/04/95 00:00:00",10
"Z100059","066811","D000337","01/01/97 00:00:00",10
"Z100040","091286","D000338","11/20/98 00:00:00",10
"Z100008","019076","D000344","05/08/95 00:00:00",10
"Z100057","027081","D000348","12/09/99 00:00:00",10
"Z100012","083435","D000352","05/04/95 00:00:00",10
"Z100027","039450","D000353","07/02/97 00:00:00",10
"Z200002","085540","D000355","12/23/99 00:00:00",10
"Z100012","083435","D000356","05/04/95 00:00:00",10
"Z100018","092450","D000357","05/08/95 00:00:00",10
"Z100006","066740","D000363","05/05/95 00:00:00",10
"Z100005","079511","D000364","06/01/95 00:00:00",10
"Z100009","021575","D000367","05/08/95 00:00:00",10
"Z100036","033841","D000367","05/06/98 00:00:00",10
"Z100040","091286","D000369","11/20/98 00:00:00",10
"Z100018","092450","D000373","05/08/95 00:00:00",10
"Z100018","092450","D000374","05/08/95 00:00:00",10
"Z100007","027830","D000376","05/04/95 00:00:00",10
"Z100034","078781","D000376","02/26/98 00:00:00",10
"Z100018","092450","D000377","05/08/95 00:00:00",10
"Z100005","079511","D000386","06/01/95 00:00:00",10
"WN00001","070020","D000388","04/23/99 00:00:00",10
"Z100018","092450","D000395","05/08/95 00:00:00",10
"Z100018","092450","D000397","05/08/95 00:00:00",10
"Z100018","092450","D000399","05/08/95 00:00:00",10
"Z100021","092450","D000404","01/13/96 00:00:00",10
"Z100018","092450","D000410","05/08/95 00:00:00",10
"Z100030","091285","D000413","07/02/97 00:00:00",10
"Z100007","041985","D000415","02/26/99 00:00:00",10
"Z100018","092450","D000416","05/08/95 00:00:00",10
"Z100018","092450","D000431","05/08/95 00:00:00",10
"Z100018","092450","D000432","05/08/95 00:00:00",10
"Z100031","085540","D000433","07/02/97 00:00:00",10
"Z100018","092450","D000435","05/08/95 00:00:00",10
"Z100006","066740","D000442","05/05/95 00:00:00",10
"Z100021","092450","D000451","01/13/96 00:00:00",10
"Z100027","039450","D000452","07/02/97 00:00:00",10
"Z100018","092450","D000453","05/08/95 00:00:00",10
"Z100018","092450","D000456","05/08/95 00:00:00",10
"Z100018","092450","D000461","05/08/95 00:00:00",10
"Z100007","041985","D000465","02/26/99 00:00:00",10
"Z100018","092450","D000467","05/08/95 00:00:00",10
"Z100018","092450","D000472","05/08/95 00:00:00",10
"Z100018","092450","D000481","05/08/95 00:00:00",10
"Z100018","092450","D000484","05/08/95 00:00:00",10
"Z100018","092450","D000485","05/08/95 00:00:00",10
"Z100049","030906","D000486","11/20/98 00:00:00",10
"Z100030","091285","D000487","07/02/97 00:00:00",10
"Z100031","085540","D000494","07/02/97 00:00:00",10
"Z100027","039450","D000495","07/02/97 00:00:00",10
"Z100074","085540","D000502","04/04/99 00:00:00",10
"Z100027","039450","D000503","07/02/97 00:00:00",10
"Z100007","041985","D000504","02/26/99 00:00:00",10
"Z100027","039450","D000506","07/02/97 00:00:00",10
"Z100027","039450","D000508","07/02/97 00:00:00",10
"Z100059","066811","D000510","01/01/97 00:00:00",10
"Z100030","091285","D000511","07/02/97 00:00:00",10
"Z100009","021575","D000512","05/08/95 00:00:00",10
"Z100024","033841","D000512","06/09/97 00:00:00",10
"Z100023","033845","D000514","05/15/97 00:00:00",10
"Z100043","091286","D000516","11/20/98 00:00:00",10
"Z100027","039450","D000533","07/02/97 00:00:00",10
"Z100027","039450","D000535","07/02/97 00:00:00",10
"Z100016","079510","D000536","06/01/95 00:00:00",10
"Z100027","039450","D000540","07/02/97 00:00:00",10
"Z100027","039450","D000542","07/02/97 00:00:00",10
"Z100023","033845","D000544","05/15/97 00:00:00",10
"Z100027","039450","D000545","07/02/97 00:00:00",10
"Z100030","091285","D000546","07/02/97 00:00:00",10
"Z100027","039450","D000547","07/02/97 00:00:00",10
"Z100049","030906","D000549","11/20/98 00:00:00",10
"Z100049","030906","D000552","11/20/98 00:00:00",10
"Z100027","039450","D000557","07/02/97 00:00:00",10
"Z100027","039450","D000558","07/02/97 00:00:00",10
"Z100023","033845","D000559","05/15/97 00:00:00",10
"Z100023","033845","D000560","05/15/97 00:00:00",10
"WN00002","070020","D000561","04/23/99 00:00:00",10
"Z100023","033845","D000567","05/15/97 00:00:00",10
"Z100030","091285","D000568","07/02/97 00:00:00",10
"Z100008","019076","D000569","05/08/95 00:00:00",10
"Z100023","033845","D000572","05/15/97 00:00:00",10
"Z100023","033845","D000574","05/15/97 00:00:00",10
"Z100023","033845","D000575","05/15/97 00:00:00",10
"Z100009","021575","D000576","05/08/95 00:00:00",10
"Z100025","066741","D000576","06/09/97 00:00:00",10
"Z100023","033845","D000577","05/15/97 00:00:00",10
"Z100023","033845","D000578","05/15/97 00:00:00",10
"Z100009","021575","D000580","05/08/95 00:00:00",10
"Z100037","030910","D000580","07/27/98 00:00:00",10
"Z100023","033845","D000581","05/15/97 00:00:00",10
"Z100001","041985","D000582","05/08/95 00:00:00",10
"Z100003","041986","D000582","04/03/99 00:00:00",10
"Z100023","033845","D000583","05/15/97 00:00:00",10
"Z100045","033841","D000585","11/20/98 00:00:00",10
"Z100009","021575","D000586","05/08/95 00:00:00",10
"Z100024","033841","D000586","06/09/97 00:00:00",10
"Z100023","033845","D000587","05/15/97 00:00:00",10
"Z100023","033845","D000590","05/15/97 00:00:00",10
"Z100023","033845","D000594","05/15/97 00:00:00",10
"Z100023","033845","D000599","05/15/97 00:00:00",10
"Z100001","041985","D000602","05/08/95 00:00:00",10
"Z100001","041985","D000603","05/08/95 00:00:00",10
"Z100001","041985","D000604","05/08/95 00:00:00",10
"Z100001","041985","D000605","05/08/95 00:00:00",10
"Z100001","041985","D000608","05/08/95 00:00:00",10
"Z100001","041985","D000610","05/08/95 00:00:00",10
"Z100030","091285","D000611","07/02/97 00:00:00",10
"Z100001","041985","D000612","05/08/95 00:00:00",10
"Z100001","041985","D000615","05/08/95 00:00:00",10
"Z100001","041985","D000616","05/08/95 00:00:00",10
"Z100016","079510","D000621","06/01/95 00:00:00",10
"Z100001","041985","D000622","05/08/95 00:00:00",10
"Z100023","033845","D000632","05/15/97 00:00:00",10
"Z100001","041985","D000637","05/08/95 00:00:00",10
"Z100001","041985","D000638","05/08/95 00:00:00",10
"Z100023","033845","D000648","05/15/97 00:00:00",10
"Z100023","033845","D000649","05/15/97 00:00:00",10
"Z100001","041985","D000650","05/08/95 00:00:00",10
"Z100030","091285","D000652","07/02/97 00:00:00",10
"Z100048","030906","D000653","11/24/98 00:00:00",10
"Z100016","079510","D000654","06/01/95 00:00:00",10
"Z100001","041985","D000656","05/08/95 00:00:00",10
"Z100023","033845","D000666","05/15/97 00:00:00",10
"Z100030","091285","D000668","07/02/97 00:00:00",10
"Z100001","041985","D000670","05/08/95 00:00:00",10
"Z100023","033845","D000671","05/15/97 00:00:00",10
"Z100006","066740","D000675","05/05/95 00:00:00",10
"Z100001","041985","D000676","05/08/95 00:00:00",10
"Z100045","033841","D000677","11/20/98 00:00:00",10
"Z100001","041985","D000689","05/08/95 00:00:00",10
"Z100030","091285","D000690","07/02/97 00:00:00",10
"Z100030","091285","D000691","07/02/97 00:00:00",10
"Z100001","041985","D000694","05/08/95 00:00:00",10
"Z100023","033845","D000695","05/15/97 00:00:00",10
"Z100001","041985","D000697","05/08/95 00:00:00",10
"Z200002","085540","D000700","12/23/99 00:00:00",10
"Z100001","041985","D000704","05/08/95 00:00:00",10
"Z100001","041985","D000705","05/08/95 00:00:00",10
"Z100001","041985","D000709","05/08/95 00:00:00",10
"Z100001","041985","D000711","05/08/95 00:00:00",10
"Z100001","041985","D000712","05/08/95 00:00:00",10
"Z100001","041985","D000713","05/08/95 00:00:00",10
"Z100030","091285","D000714","07/02/97 00:00:00",10
"Z100030","091285","D000716","07/02/97 00:00:00",10
"Z100001","041985","D000719","05/08/95 00:00:00",10
"Z100007","027830","D000720","05/04/95 00:00:00",10
"Z100032","066741","D000720","02/26/98 00:00:00",10
"Z100001","041985","D000721","05/08/95 00:00:00",10
"WN00002","070020","D000723","04/23/99 00:00:00",10
"Z100007","027830","D000730","05/04/95 00:00:00",10
"Z100032","066741","D000730","02/26/98 00:00:00",10
"Z100030","091285","D000733","07/02/97 00:00:00",10
"Z100016","079510","D000736","06/01/95 00:00:00",10
"Z100001","041985","D000738","05/08/95 00:00:00",10
"Z100009","021575","D000740","05/08/95 00:00:00",10
"Z100025","066741","D000740","06/09/97 00:00:00",10
"Z100001","041985","D000741","05/08/95 00:00:00",10
"Z100045","033841","D000744","11/20/98 00:00:00",10
"Z200002","085540","D000745","12/23/99 00:00:00",10
"Z100031","085540","D000746","07/02/97 00:00:00",10
"Z100030","091285","D000752","07/02/97 00:00:00",10
"Z100001","041985","D000753","05/08/95 00:00:00",10
"Z100001","041985","D000754","05/08/95 00:00:00",10
"Z100059","066811","D000757","01/01/97 00:00:00",10
"Z100001","041985","D000758","05/08/95 00:00:00",10
"Z100031","085540","D000760","07/02/97 00:00:00",10
"Z100009","021575","D000764","05/08/95 00:00:00",10
"Z100036","033841","D000764","05/06/98 00:00:00",10
"Z100001","041985","D000765","05/08/95 00:00:00",10
"Z100001","041985","D000770","05/08/95 00:00:00",10
"Z100048","030906","D000773","11/24/98 00:00:00",10
"Z100001","041985","D000778","05/08/95 00:00:00",10
"Z100030","091285","D000789","07/02/97 00:00:00",10
"Z100030","091285","D000790","07/02/97 00:00:00",10
"Z100016","079510","D000793","06/01/95 00:00:00",10
"Z100001","041985","D000797","05/08/95 00:00:00",10
"Z100015","066741","D000798","05/04/95 00:00:00",10
"Z100001","041985","D000800","05/08/95 00:00:00",10
"Z100001","041985","D000802","05/08/95 00:00:00",10
"Z100021","092450","D000804","01/13/96 00:00:00",10
"Z100030","091285","D000805","07/02/97 00:00:00",10
"Z100048","030906","D000806","11/24/98 00:00:00",10
"Z100001","041985","D000808","05/08/95 00:00:00",10
"Z100001","041985","D000809","05/08/95 00:00:00",10
"Z100001","041985","D000810","05/08/95 00:00:00",10
"Z100031","085540","D000812","07/02/97 00:00:00",10
"Z100021","092450","D000813","01/13/96 00:00:00",10
"Z100030","091285","D000815","07/02/97 00:00:00",10
"Z100001","041985","D000817","05/08/95 00:00:00",10
"Z100030","091285","D000819","07/02/97 00:00:00",10
"Z100005","079511","D000828","06/01/95 00:00:00",10
"Z100001","041985","D000829","05/08/95 00:00:00",10
"Z100008","019076","D000832","05/08/95 00:00:00",10
"Z100001","041985","D000835","05/08/95 00:00:00",10
"Z100008","019076","D000837","05/08/95 00:00:00",10
"Z100001","041985","D000838","05/08/95 00:00:00",10
"Z100001","041985","D000839","05/08/95 00:00:00",10
"Z100031","085540","D000841","07/02/97 00:00:00",10
"Z100031","085540","D000842","07/02/97 00:00:00",10
"Z100030","091285","D000852","07/02/97 00:00:00",10
"Z100001","041985","D000861","05/08/95 00:00:00",10
"Z100030","091285","D000862","07/02/97 00:00:00",10
"Z100030","091285","D000863","07/02/97 00:00:00",10
"Z100001","041985","D000864","05/08/95 00:00:00",10
"Z100001","041985","D000875","05/08/95 00:00:00",10
"Z100001","041985","D000880","05/08/95 00:00:00",10
"Z100001","041985","D000884","05/08/95 00:00:00",10
"Z100001","041985","D000885","05/08/95 00:00:00",10
"Z100031","085540","D000886","07/02/97 00:00:00",10
"Z100016","079510","D000892","06/01/95 00:00:00",10
"Z100001","041985","D000894","05/08/95 00:00:00",10
"Z100016","079510","D000896","06/01/95 00:00:00",10
"Z100021","092450","D000905","01/13/96 00:00:00",10
"Z100009","021575","D000920","05/08/95 00:00:00",10
"Z100038","041986","D000920","07/27/98 00:00:00",10
"Z100001","041985","D000926","05/08/95 00:00:00",10
"Z100001","041985","D000929","05/08/95 00:00:00",10
"Z100001","041985","D000938","05/08/95 00:00:00",10
"Z100003","041986","D000938","04/03/99 00:00:00",10
"Z100031","085540","D000940","07/02/97 00:00:00",10
"Z100059","066811","D000941","01/01/97 00:00:00",10
"Z100059","066811","D000942","01/01/97 00:00:00",10
"Z100001","041985","D000944","05/08/95 00:00:00",10
"Z100001","041985","D000946","05/08/95 00:00:00",10
"Z100005","079511","D000953","06/01/95 00:00:00",10
"Z100048","030906","D000954","11/24/98 00:00:00",10
"Z100030","091285","D000958","07/02/97 00:00:00",10
"Z100001","041985","D000959","05/08/95 00:00:00",10
"Z100023","033845","D000960","05/15/97 00:00:00",10
"Z100005","079511","D000965","06/01/95 00:00:00",10
"Z100030","091285","D000966","07/02/97 00:00:00",10
"Z100016","079510","D000968","06/01/95 00:00:00",10
"Z100001","041985","D000969","05/08/95 00:00:00",10
"Z100047","066811","D000970","11/20/98 00:00:00",10
"Z100001","041985","D000971","05/08/95 00:00:00",10
"Z100001","041985","D000972","05/08/95 00:00:00",10
"Z100001","041985","D000976","05/08/95 00:00:00",10
"Z100001","041985","D000992","05/08/95 00:00:00",10
"Z100030","091285","D000993","07/02/97 00:00:00",10
"Z100057","027081","D000999","12/09/99 00:00:00",10
"Z100005","079511","D001000","06/01/95 00:00:00",10
"Z100030","091285","D001004","07/02/97 00:00:00",10
"Z100001","041985","D001005","05/08/95 00:00:00",10
"Z100069","066800","D001005","02/25/99 00:00:00",10
"Z100031","085540","D001006","07/02/97 00:00:00",10
"Z100006","066740","D001007","05/05/95 00:00:00",10
"Z100016","079510","D100002","06/01/95 00:00:00",10
"Z100001","041985","D100005","05/08/95 00:00:00",10
"Z100030","091285","D100019","07/02/97 00:00:00",10
"Z100001","041985","D100048","05/08/95 00:00:00",10
"Z100051","079510","D100055","08/12/99 00:00:00",10
"Z100001","041985","D100057","05/08/95 00:00:00",10
"Z200002","085540","D100060","12/23/99 00:00:00",10
"Z100007","027830","D100061","05/04/95 00:00:00",10
"Z100032","066741","D100061","02/26/98 00:00:00",10
"Z100006","066740","D100068","05/05/95 00:00:00",10
"Z100009","021575","D100069","05/08/95 00:00:00",10
"Z100036","033841","D100069","05/06/98 00:00:00",10
"Z100005","079511","D100070","06/01/95 00:00:00",10
"Z100001","041985","D100072","05/08/95 00:00:00",10
"Z100001","041985","D100073","05/08/95 00:00:00",10
"Z100001","041985","D100075","05/08/95 00:00:00",10
"Z100031","085540","D100080","07/02/97 00:00:00",10
"Z100030","091285","D100083","07/02/97 00:00:00",10
"Z100001","041985","D100085","05/08/95 00:00:00",10
"Z100008","019076","D100088","05/08/95 00:00:00",10
"Z100008","019076","D100090","05/08/95 00:00:00",10
"Z100001","041985","D100100","05/08/95 00:00:00",10
"Z100001","041985","D100101","05/08/95 00:00:00",10
"Z100001","041985","D100112","05/08/95 00:00:00",10
"Z100021","092450","D100114","01/13/96 00:00:00",10
"Z100030","091285","D100121","07/02/97 00:00:00",10
"Z100048","030906","D100122","11/24/98 00:00:00",10
"Z100001","041985","D100134","05/08/95 00:00:00",10
"Z100001","041985","D100138","05/08/95 00:00:00",10
"Z100003","041986","D100138","04/03/99 00:00:00",10
"Z100001","041985","D100140","05/08/95 00:00:00",10
"Z100001","041985","D100143","05/08/95 00:00:00",10
"Z100059","066811","D100145","01/01/97 00:00:00",10
"Z100030","091285","D100149","07/02/97 00:00:00",10
"Z200002","085540","D100151","12/23/99 00:00:00",10
"Z100001","041985","D100154","05/08/95 00:00:00",10
"Z100001","041985","D100156","05/08/95 00:00:00",10
"Z100001","041985","D100161","05/08/95 00:00:00",10
"Z100001","041985","D100167","05/08/95 00:00:00",10
"Z100001","041985","D100168","05/08/95 00:00:00",10
"Z100001","041985","D100173","05/08/95 00:00:00",10
"Z100001","041985","D100179","05/08/95 00:00:00",10
"Z100001","041985","D100182","05/08/95 00:00:00",10
"Z100001","041985","D100183","05/08/95 00:00:00",10
"Z100001","041985","D100184","05/08/95 00:00:00",10
"Z100001","041985","D100186","05/08/95 00:00:00",10
"Z100023","033845","D100190","05/15/97 00:00:00",10
"Z100001","041985","D100192","05/08/95 00:00:00",10
"Z100013","033841","D100193","05/02/95 00:00:00",10
"Z100030","091285","D100194","07/02/97 00:00:00",10
"Z100007","041985","D100198","02/26/99 00:00:00",10
"Z100013","033841","D100202","05/02/95 00:00:00",10
"Z100007","041985","D100204","02/26/99 00:00:00",10
"Z100059","066811","D100205","01/01/97 00:00:00",10
"Z100007","041985","D100208","02/26/99 00:00:00",10
"Z100065","091290","D100209","11/20/99 00:00:00",10
"Z100005","079511","D100210","06/01/95 00:00:00",10
"Z200002","085540","D100212","12/23/99 00:00:00",10
"Z100007","041985","D100216","02/26/99 00:00:00",10
"Z100007","041985","D100218","02/26/99 00:00:00",10
"Z100007","041985","D100219","02/26/99 00:00:00",10
"Z100007","041985","D100223","02/26/99 00:00:00",10
"Z100007","041985","D100225","02/26/99 00:00:00",10
"Z100007","041985","D100226","02/26/99 00:00:00",10
"Z100044","033841","D100227","11/20/98 00:00:00",10
"Z100031","085540","D100228","07/02/97 00:00:00",10
"Z100007","041985","D100229","02/26/99 00:00:00",10
"Z100007","041985","D100234","02/26/99 00:00:00",10
"Z100015","066741","D100235","05/04/95 00:00:00",10
"Z100018","092450","D100236","05/08/95 00:00:00",10
"Z100006","066740","D100237","05/05/95 00:00:00",10
"Z100018","092450","D100239","05/08/95 00:00:00",10
"Z100018","092450","D100244","05/08/95 00:00:00",10
"Z100030","091285","D100247","07/02/97 00:00:00",10
"Z100044","033841","D100248","11/20/98 00:00:00",10
"Z100030","091285","D100254","07/02/97 00:00:00",10
"Z100018","092450","D100260","05/08/95 00:00:00",10
"Z100005","079511","D100261","06/01/95 00:00:00",10
"Z100018","092450","D100262","05/08/95 00:00:00",10
"Z100018","092450","D100264","05/08/95 00:00:00",10
"Z100006","066740","D100266","05/05/95 00:00:00",10
"Z100031","085540","D100270","07/02/97 00:00:00",10
"Z100031","085540","D100273","07/02/97 00:00:00",10
"Z100018","092450","D100275","05/08/95 00:00:00",10
"Z100047","066811","D100276","11/20/98 00:00:00",10
"Z100018","092450","D100279","05/08/95 00:00:00",10
"Z100031","085540","D100283","07/02/97 00:00:00",10
"Z100059","066811","D100288","01/01/97 00:00:00",10
"Z100021","092450","D100297","01/13/96 00:00:00",10
"Z100021","092450","D100298","01/13/96 00:00:00",10
"Z100018","092450","D100308","05/08/95 00:00:00",10
"Z100030","091285","D100311","07/02/97 00:00:00",10
"Z100008","019076","D100315","05/08/95 00:00:00",10
"Z100030","091285","D100316","07/02/97 00:00:00",10
"Z100030","091285","D100320","07/02/97 00:00:00",10
"Z100021","092450","D100324","01/13/96 00:00:00",10
"Z100005","079511","D100326","06/01/95 00:00:00",10
"Z100018","092450","D100331","05/08/95 00:00:00",10
"Z100018","092450","D100340","05/08/95 00:00:00",10
"Z100018","092450","D100341","05/08/95 00:00:00",10
"Z100018","092450","D100343","05/08/95 00:00:00",10
"Z100018","092450","D100345","05/08/95 00:00:00",10
"Z100030","091285","D100350","07/02/97 00:00:00",10
"Z100018","092450","D100353","05/08/95 00:00:00",10
"Z100018","092450","D100354","05/08/95 00:00:00",10
"Z100012","083435","D100356","05/04/95 00:00:00",10
"Z100015","066741","D100357","05/04/95 00:00:00",10
"Z100015","066741","D100358","05/04/95 00:00:00",10
"Z100012","083435","D100362","05/04/95 00:00:00",10
"Z100012","083435","D100363","05/04/95 00:00:00",10
"Z100016","079510","D100367","06/01/95 00:00:00",10
"Z100044","033841","D100369","11/20/98 00:00:00",10
"Z100012","083435","D100370","05/04/95 00:00:00",10
"Z100012","083435","D100371","05/04/95 00:00:00",10
"Z100030","091285","D100373","07/02/97 00:00:00",10
"Z100013","033841","D100374","05/02/95 00:00:00",10
"Z100012","083435","D100379","05/04/95 00:00:00",10
"Z100012","083435","D100382","05/04/95 00:00:00",10
"Z100012","083435","D100387","05/04/95 00:00:00",10
"Z100012","083435","D100390","05/04/95 00:00:00",10
"Z100012","083435","D100392","05/04/95 00:00:00",10
"Z100013","033841","D100395","05/02/95 00:00:00",10
"Z100012","083435","D100397","05/04/95 00:00:00",10
"Z100008","019076","D100404","05/08/95 00:00:00",10
"Z100044","033841","D100408","11/20/98 00:00:00",10
"Z100003","041986","D100410","04/03/99 00:00:00",10
"Z100044","033841","D100411","11/20/98 00:00:00",10
"Z100012","083435","D100412","05/04/95 00:00:00",10
"Z100007","027830","D100413","05/04/95 00:00:00",10
