Compactado,Cotista,Numero,Data,Cotas
"Z100030","091285","A100005","07/02/97 00:00:00",1
"Z200004","085540","A100010","02/21/99 00:00:00",1
"Z100041","085541","A100010","11/20/98 00:00:00",1
"Z100030","091285","A100701","07/02/97 00:00:00",1
"Z100043","091286","A100703","11/20/98 00:00:00",1
"Z100023","033845","A100704","05/15/97 00:00:00",1
"Z100030","091285","A100705","07/02/97 00:00:00",1
"Z100030","091285","A100707","07/02/97 00:00:00",1
"Z100028","028820","A100709","07/02/97 00:00:00",1
"Z100054","066740","A100710","12/09/99 00:00:00",1
"Z100050","006740","A100713","08/12/99 00:00:00",1
"Z100030","091285","A100716","07/02/97 00:00:00",1
"Z100028","028820","A100717","07/02/97 00:00:00",1
"Z100030","091285","A100718","07/02/97 00:00:00",1
"Z100054","066740","A100723","12/09/99 00:00:00",1
"Z100044","033841","A100725","11/20/98 00:00:00",1
"Z100044","033841","A100728","11/20/98 00:00:00",1
"Z100030","091285","A100732","07/02/97 00:00:00",1
"Z100046","066811","A100737","11/20/98 00:00:00",1
"Z100015","066741","A100738","05/04/95 00:00:00",1
"Z100054","066740","A100739","12/09/99 00:00:00",1
"Z100030","091285","A100741","07/02/97 00:00:00",1
"Z100029","036580","A100745","07/02/97 00:00:00",1
"Z100046","066811","A100749","11/20/98 00:00:00",1
"Z100027","039450","A100750","07/02/97 00:00:00",1
"Z100030","091285","A100752","07/02/97 00:00:00",1
"Z100008","019076","A100754","05/08/95 00:00:00",1
"Z100030","091285","A100755","07/02/97 00:00:00",1
"Z100046","066811","A100759","11/20/98 00:00:00",1
"Z100030","091285","A100761","07/02/97 00:00:00",1
"Z100046","066811","A100762","11/20/98 00:00:00",1
"Z100005","079511","A100763","06/01/95 00:00:00",1
"Z100013","033841","A100766","05/02/95 00:00:00",1
"Z100015","066741","A100768","05/04/95 00:00:00",1
"Z100054","066740","A100770","12/09/99 00:00:00",1
"Z100030","091285","A100772","07/02/97 00:00:00",1
"Z100009","021575","A100774","05/08/95 00:00:00",1
"Z100036","033841","A100774","05/06/98 00:00:00",1
"Z100030","091285","A100775","07/02/97 00:00:00",1
"Z100005","079511","A100778","06/01/95 00:00:00",1
"Z100027","039450","A100780","07/02/97 00:00:00",1
"Z100046","066811","A100782","11/20/98 00:00:00",1
"Z100027","039450","A100784","07/02/97 00:00:00",1
"Z100054","066740","A100786","12/09/99 00:00:00",1
"Z100054","066740","A100787","12/09/99 00:00:00",1
"Z100009","021575","A100788","05/08/95 00:00:00",1
"Z100037","030910","A100788","07/27/98 00:00:00",1
"Z100054","066740","A100802","12/09/99 00:00:00",1
"Z100027","039450","A100804","07/02/97 00:00:00",1
"Z100027","039450","A100805","07/02/97 00:00:00",1
"Z100009","021575","A100806","05/08/95 00:00:00",1
"Z100037","030910","A100806","07/27/98 00:00:00",1
"Z100028","028820","A100809","07/02/97 00:00:00",1
"Z100065","091290","A100811","11/20/99 00:00:00",1
"Z100008","019076","A100812","05/08/95 00:00:00",1
"Z100030","091285","A100813","07/02/97 00:00:00",1
"Z100009","021575","A100814","05/08/95 00:00:00",1
"Z100037","030910","A100814","07/27/98 00:00:00",1
"Z100026","021590","A100815","07/02/97 00:00:00",1
"Z100027","039450","A100816","07/02/97 00:00:00",1
"Z100046","066811","A100819","11/20/98 00:00:00",1
"Z100030","091285","A100820","07/02/97 00:00:00",1
"Z100054","066740","A100822","12/09/99 00:00:00",1
"Z100053","066741","A100823","08/13/99 00:00:00",1
"Z100054","066740","A100825","12/09/99 00:00:00",1
"Z100028","028820","A100827","07/02/97 00:00:00",1
"Z100031","085540","A100829","07/02/97 00:00:00",1
"Z100028","028820","A100832","07/02/97 00:00:00",1
"Z100029","036580","A100835","07/02/97 00:00:00",1
"Z100027","039450","A100836","07/02/97 00:00:00",1
"Z100027","039450","A100838","07/02/97 00:00:00",1
"Z100027","039450","A100840","07/02/97 00:00:00",1
"Z100008","019076","A100841","05/08/95 00:00:00",1
"Z100009","021575","A100842","05/08/95 00:00:00",1
"Z100037","030910","A100842","07/27/98 00:00:00",1
"Z100053","066741","A100844","08/13/99 00:00:00",1
"Z100027","039450","A100846","07/02/97 00:00:00",1
"Z100028","028820","A100847","07/02/97 00:00:00",1
"Z100014","014995","A100849","05/04/95 00:00:00",1
"Z100051","079510","A100850","08/12/99 00:00:00",1
"Z100006","066740","A100852","05/05/95 00:00:00",1
"Z100006","066740","A100854","05/05/95 00:00:00",1
"Z100030","091285","A100856","07/02/97 00:00:00",1
"Z100054","066740","A100860","12/09/99 00:00:00",1
"Z100030","091285","A100861","07/02/97 00:00:00",1
"Z100030","091285","A100865","07/02/97 00:00:00",1
"Z100009","021575","A100867","05/08/95 00:00:00",1
"Z100038","041986","A100867","07/27/98 00:00:00",1
"Z100030","091285","A100868","07/02/97 00:00:00",1
"Z100030","091285","A100871","07/02/97 00:00:00",1
"Z100030","091285","A100873","07/02/97 00:00:00",1
"Z100053","066741","A100875","08/13/99 00:00:00",1
"Z100053","066741","A100877","08/13/99 00:00:00",1
"Z100015","066741","A100878","05/04/95 00:00:00",1
"Z100046","066811","A100879","11/20/98 00:00:00",1
"Z100016","079510","A100880","06/01/95 00:00:00",1
"Z100049","030906","A100881","11/20/98 00:00:00",1
"Z100050","006740","A100882","08/12/99 00:00:00",1
"Z100006","066740","A100884","05/05/95 00:00:00",1
"Z100030","091285","A100885","07/02/97 00:00:00",1
"Z100031","085540","A100886","07/02/97 00:00:00",1
"Z100031","085540","A100887","07/02/97 00:00:00",1
"Z100027","039450","A100889","07/02/97 00:00:00",1
"Z100005","079511","A100890","06/01/95 00:00:00",1
"Z100027","039450","A100891","07/02/97 00:00:00",1
"Z100018","092450","A100892","05/08/95 00:00:00",1
"Z100009","021575","A100893","05/08/95 00:00:00",1
"Z100038","041986","A100893","07/27/98 00:00:00",1
"Z100009","021575","A100894","05/08/95 00:00:00",1
"Z100038","041986","A100894","07/27/98 00:00:00",1
"Z100009","021575","A100895","05/08/95 00:00:00",1
"Z100038","041986","A100895","07/27/98 00:00:00",1
"Z100016","079510","A100896","06/01/95 00:00:00",1
"Z100009","021575","A100897","05/08/95 00:00:00",1
"Z100038","041986","A100897","07/27/98 00:00:00",1
"Z100049","030906","A100898","11/20/98 00:00:00",1
"Z100008","019076","A100901","05/08/95 00:00:00",1
"Z100027","039450","A100902","07/02/97 00:00:00",1
"Z100005","079511","A100903","06/01/95 00:00:00",1
"Z100027","039450","A100904","07/02/97 00:00:00",1
"Z100031","085540","A100906","07/02/97 00:00:00",1
"Z100046","066811","A100907","11/20/98 00:00:00",1
"Z100027","039450","A100908","07/02/97 00:00:00",1
"Z100046","066811","A100911","11/20/98 00:00:00",1
"Z100008","019076","A100912","05/08/95 00:00:00",1
"Z100046","066811","A100913","11/20/98 00:00:00",1
"Z100027","039450","A100914","07/02/97 00:00:00",1
"Z100027","039450","A100915","07/02/97 00:00:00",1
"Z100027","039450","A100916","07/02/97 00:00:00",1
"Z100030","091285","A100919","07/02/97 00:00:00",1
"Z100030","091285","A100921","07/02/97 00:00:00",1
"Z100030","091285","A100925","07/02/97 00:00:00",1
"Z100030","091285","A100927","07/02/97 00:00:00",1
"Z100030","091285","A100929","07/02/97 00:00:00",1
"Z100030","091285","A100930","07/02/97 00:00:00",1
"Z100049","030906","A100941","11/20/98 00:00:00",1
"Z100023","033845","A100943","05/15/97 00:00:00",1
"Z100030","091285","A100944","07/02/97 00:00:00",1
"Z100049","030906","A100945","11/20/98 00:00:00",1
"Z100052","033841","A100948","08/12/99 00:00:00",1
"Z100015","066741","A100949","05/04/95 00:00:00",1
"Z100049","030906","A200003","11/20/98 00:00:00",1
"Z100074","085540","A200014","04/04/99 00:00:00",1
"Z100054","066740","A200019","12/09/99 00:00:00",1
"Z100030","091285","A200023","07/02/97 00:00:00",1
"Z200002","085540","A200042","12/23/99 00:00:00",1
"Z100023","033845","A200044","05/15/97 00:00:00",1
"Z100031","085540","A200055","07/02/97 00:00:00",1
"Z100046","066811","A200056","11/20/98 00:00:00",1
"Z100027","039450","A200064","07/02/97 00:00:00",1
"Z100049","030906","A200068","11/20/98 00:00:00",1
"Z100013","033841","A200070","05/02/95 00:00:00",1
"Z200002","085540","A200072","12/23/99 00:00:00",1
"Z200002","085540","A200073","12/23/99 00:00:00",1
"Z100053","066741","A200076","08/13/99 00:00:00",1
"Z100030","091285","A200084","07/02/97 00:00:00",1
"Z100023","033845","A200095","05/15/97 00:00:00",1
"Z100027","039450","A200097","07/02/97 00:00:00",1
"Z100030","091285","A200098","07/02/97 00:00:00",1
"Z100023","033845","A200104","05/15/97 00:00:00",1
"Z100049","030906","A200108","11/20/98 00:00:00",1
"Z100030","091285","A200109","07/02/97 00:00:00",1
"Z100054","066740","A200117","12/09/99 00:00:00",1
"Z100009","021575","A200118","05/08/95 00:00:00",1
"Z100038","041986","A200118","07/27/98 00:00:00",1
"Z100054","066740","A200119","12/09/99 00:00:00",1
"Z100049","030906","A200120","11/20/98 00:00:00",1
"Z100054","066740","A200121","12/09/99 00:00:00",1
"Z100016","079510","A200124","06/01/95 00:00:00",1
"Z100016","079510","A200125","06/01/95 00:00:00",1
"Z100002","030905","A200127","05/08/95 00:00:00",1
"Z100054","066740","A200136","12/09/99 00:00:00",1
"Z100006","066740","A200141","05/05/95 00:00:00",1
"Z100053","066741","A200142","08/13/99 00:00:00",1
"Z100053","066741","A200143","08/13/99 00:00:00",1
"Z100052","033841","A200145","08/12/99 00:00:00",1
"Z100009","021575","A200149","05/08/95 00:00:00",1
"Z100036","033841","A200149","05/06/98 00:00:00",1
"Z100045","033841","A200151","11/20/98 00:00:00",1
"Z100008","019076","A200154","05/08/95 00:00:00",1
"Z100074","085540","A200155","04/04/99 00:00:00",1
"Z100016","079510","A200156","06/01/95 00:00:00",1
"Z100054","066740","A200157","12/09/99 00:00:00",1
"Z100013","033841","A200158","05/02/95 00:00:00",1
"Z100046","066811","A200166","11/20/98 00:00:00",1
"Z100054","066740","A200173","12/09/99 00:00:00",1
"Z100054","066740","A200174","12/09/99 00:00:00",1
"Z100050","006740","A200176","08/12/99 00:00:00",1
"Z100009","021575","A200177","05/08/95 00:00:00",1
"Z100039","033841","A200177","07/27/98 00:00:00",1
"Z100045","033841","A200179","11/20/98 00:00:00",1
"Z100030","091285","A200180","07/02/97 00:00:00",1
"Z100009","021575","A200181","05/08/95 00:00:00",1
"Z100039","033841","A200181","07/27/98 00:00:00",1
"Z100013","033841","A200182","05/02/95 00:00:00",1
"Z100016","079510","A200189","06/01/95 00:00:00",1
"Z100005","079511","A200194","06/01/95 00:00:00",1
"Z100030","091285","A200195","07/02/97 00:00:00",1
"Z100030","091285","A200196","07/02/97 00:00:00",1
"Z100005","079511","A200197","06/01/95 00:00:00",1
"Z100046","066811","A200198","11/20/98 00:00:00",1
"Z100030","091285","A200203","07/02/97 00:00:00",1
"Z100016","079510","A200204","06/01/95 00:00:00",1
"Z200002","085540","A200208","12/23/99 00:00:00",1
"Z100030","091285","A200209","07/02/97 00:00:00",1
"Z100054","066740","A200215","12/09/99 00:00:00",1
"Z100054","066740","A200216","12/09/99 00:00:00",1
"Z100054","066740","A200217","12/09/99 00:00:00",1
"Z100005","079511","A200220","06/01/95 00:00:00",1
"Z100054","066740","A200223","12/09/99 00:00:00",1
"Z100054","066740","A200224","12/09/99 00:00:00",1
"Z100054","066740","A200225","12/09/99 00:00:00",1
"Z100054","066740","A200226","12/09/99 00:00:00",1
"Z100054","066740","A200227","12/09/99 00:00:00",1
"Z100005","079511","A200230","06/01/95 00:00:00",1
"Z100030","091285","A200232","07/02/97 00:00:00",1
"Z100009","021575","A200233","05/08/95 00:00:00",1
"Z100039","033841","A200233","07/27/98 00:00:00",1
"Z100050","006740","A200237","08/12/99 00:00:00",1
"Z100027","039450","A200243","07/02/97 00:00:00",1
"Z100050","006740","A200246","08/12/99 00:00:00",1
"Z100030","091285","A200247","07/02/97 00:00:00",1
"Z100052","033841","A200256","08/12/99 00:00:00",1
"Z100054","066740","A200261","12/09/99 00:00:00",1
"Z100027","039450","A200264","07/02/97 00:00:00",1
"Z100054","066740","A200266","12/09/99 00:00:00",1
"Z100031","085540","A200267","07/02/97 00:00:00",1
"Z100030","091285","A200270","07/02/97 00:00:00",1
"Z100030","091285","A200272","07/02/97 00:00:00",1
"Z100030","091285","A200274","07/02/97 00:00:00",1
"Z100030","091285","A200275","07/02/97 00:00:00",1
"Z100045","033841","A200276","11/20/98 00:00:00",1
"Z100045","033841","A200278","11/20/98 00:00:00",1
"Z100008","019076","A200280","05/08/95 00:00:00",1
"Z100046","066811","A200281","11/20/98 00:00:00",1
"Z100009","021575","A200282","05/08/95 00:00:00",1
"Z100036","033841","A200282","05/06/98 00:00:00",1
"Z100009","021575","A200283","05/08/95 00:00:00",1
"Z100036","033841","A200283","05/06/98 00:00:00",1
"Z100030","091285","A200285","07/02/97 00:00:00",1
"Z100013","033841","A200286","05/02/95 00:00:00",1
"Z200002","085540","A200287","12/23/99 00:00:00",1
"Z100054","066740","A200289","12/09/99 00:00:00",1
"Z100030","091285","A200297","07/02/97 00:00:00",1
"Z100030","091285","A200301","07/02/97 00:00:00",1
"Z100030","091285","A200302","07/02/97 00:00:00",1
"Z100030","091285","A200303","07/02/97 00:00:00",1
"Z100069","066800","A200316","02/25/99 00:00:00",1
"Z100054","066740","A200319","12/09/99 00:00:00",1
"Z100027","039450","A200322","07/02/97 00:00:00",1
"Z100027","039450","A200323","07/02/97 00:00:00",1
"Z100054","066740","A200325","12/09/99 00:00:00",1
"Z100030","091285","A200326","07/02/97 00:00:00",1
"Z100026","021590","A200329","07/02/97 00:00:00",1
"Z100027","039450","A200330","07/02/97 00:00:00",1
"Z100027","039450","A200331","07/02/97 00:00:00",1
"Z100054","066740","A200340","12/09/99 00:00:00",1
"Z100054","066740","A200345","12/09/99 00:00:00",1
"Z100046","066811","A200346","11/20/98 00:00:00",1
"Z100069","066800","A200350","02/25/99 00:00:00",1
"Z100027","039450","A200354","07/02/97 00:00:00",1
"Z100054","066740","A200356","12/09/99 00:00:00",1
"Z100026","021590","A200359","07/02/97 00:00:00",1
"Z100046","066811","A200360","11/20/98 00:00:00",1
"Z100054","066740","A200361","12/09/99 00:00:00",1
"Z100014","014995","A200364","05/04/95 00:00:00",1
"Z100054","066740","A200367","12/09/99 00:00:00",1
"Z100006","066740","A200368","05/05/95 00:00:00",1
"Z100030","091285","A200374","07/02/97 00:00:00",1
"Z100030","091285","A200379","07/02/97 00:00:00",1
"Z100030","091285","A200380","07/02/97 00:00:00",1
"Z100054","066740","A200381","12/09/99 00:00:00",1
"Z100009","021575","A200388","05/08/95 00:00:00",1
"Z100039","033841","A200388","07/27/98 00:00:00",1
"Z100054","066740","A200389","12/09/99 00:00:00",1
"Z100009","021575","A200391","05/08/95 00:00:00",1
"Z100039","033841","A200391","07/27/98 00:00:00",1
"Z100054","066740","A200399","12/09/99 00:00:00",1
"Z100054","066740","A200400","12/09/99 00:00:00",1
"Z100030","091285","A200401","07/02/97 00:00:00",1
"Z100030","091285","A200402","07/02/97 00:00:00",1
"Z100030","091285","A200403","07/02/97 00:00:00",1
"Z100030","091285","A200404","07/02/97 00:00:00",1
"Z100030","091285","A200405","07/02/97 00:00:00",1
"Z100030","091285","A200406","07/02/97 00:00:00",1
"Z100030","091285","A200407","07/02/97 00:00:00",1
"Z100030","091285","A200408","07/02/97 00:00:00",1
"Z100030","091285","A200409","07/02/97 00:00:00",1
"Z100030","091285","A200410","07/02/97 00:00:00",1
"Z100030","091285","A200411","07/02/97 00:00:00",1
"Z100030","091285","A200412","07/02/97 00:00:00",1
"Z100030","091285","A200413","07/02/97 00:00:00",1
"Z100030","091285","A200414","07/02/97 00:00:00",1
"Z100030","091285","A200415","07/02/97 00:00:00",1
"Z100030","091285","A200416","07/02/97 00:00:00",1
"Z100030","091285","A200417","07/02/97 00:00:00",1
"Z100009","021575","A200418","05/08/95 00:00:00",1
"Z100039","033841","A200418","07/27/98 00:00:00",1
"Z100031","085540","A200419","07/02/97 00:00:00",1
"Z100014","014995","A200420","05/04/95 00:00:00",1
"Z100030","091285","A200422","07/02/97 00:00:00",1
"Z100065","091290","A200423","11/20/99 00:00:00",1
"Z100026","021590","A200425","07/02/97 00:00:00",1
"Z100023","033845","A200430","05/15/97 00:00:00",1
"Z100027","039450","A200440","07/02/97 00:00:00",1
"Z100030","091285","A200441","07/02/97 00:00:00",1
"Z100054","066740","A200443","12/09/99 00:00:00",1
"Z200002","085540","A200444","12/23/99 00:00:00",1
"Z100006","066740","A200449","05/05/95 00:00:00",1
"Z100027","039450","A200451","07/02/97 00:00:00",1
"Z100027","039450","A200455","07/02/97 00:00:00",1
"Z100016","079510","A200458","06/01/95 00:00:00",1
"Z100016","079510","A200459","06/01/95 00:00:00",1
"Z100027","039450","A200461","07/02/97 00:00:00",1
"Z100030","091285","A200462","07/02/97 00:00:00",1
"Z100030","091285","A200463","07/02/97 00:00:00",1
"Z100031","085540","A200468","07/02/97 00:00:00",1
"Z100031","085540","A200481","07/02/97 00:00:00",1
"Z100035","006741","A200508","02/26/98 00:00:00",1
"Z100007","027830","A200508","05/04/95 00:00:00",1
"Z100016","079510","A200510","06/01/95 00:00:00",1
"Z100052","033841","A200514","08/12/99 00:00:00",1
"Z100054","066740","A200519","12/09/99 00:00:00",1
"Z100016","079510","A200520","06/01/95 00:00:00",1
"Z100030","091285","A200524","07/02/97 00:00:00",1
"Z100016","079510","A200540","06/01/95 00:00:00",1
"Z100016","079510","A200541","06/01/95 00:00:00",1
"Z100050","006740","A200542","08/12/99 00:00:00",1
"Z100030","091285","A200544","07/02/97 00:00:00",1
"Z100031","085540","A200545","07/02/97 00:00:00",1
"Z100027","039450","A300001","07/02/97 00:00:00",1
"Z100046","066811","A300004","11/20/98 00:00:00",1
"Z100015","066741","A300005","05/04/95 00:00:00",1
"Z100031","085540","A300006","07/02/97 00:00:00",1
"Z100054","066740","A300007","12/09/99 00:00:00",1
"Z100045","033841","A300009","11/20/98 00:00:00",1
"Z100030","091285","A300011","07/02/97 00:00:00",1
"Z100053","066741","A300012","08/13/99 00:00:00",1
"Z100016","079510","A300015","06/01/95 00:00:00",1
"Z100015","066741","A300017","05/04/95 00:00:00",1
"Z100045","033841","A300022","11/20/98 00:00:00",1
"Z100027","039450","A300024","07/02/97 00:00:00",1
"Z100053","066741","A300026","08/13/99 00:00:00",1
"Z100030","091285","A300028","07/02/97 00:00:00",1
"Z100027","039450","A300032","07/02/97 00:00:00",1
"Z100054","066740","A300033","12/09/99 00:00:00",1
"Z100027","039450","A300035","07/02/97 00:00:00",1
"Z100030","091285","A300039","07/02/97 00:00:00",1
"Z100030","091285","A300040","07/02/97 00:00:00",1
"Z100054","066740","A300041","12/09/99 00:00:00",1
"Z100030","091285","A300044","07/02/97 00:00:00",1
"Z100013","033841","A300045","05/02/95 00:00:00",1
"Z100030","091285","A300046","07/02/97 00:00:00",1
"Z100030","091285","A300048","07/02/97 00:00:00",1
"Z100053","066741","A300052","08/13/99 00:00:00",1
"Z100045","033841","A300053","11/20/98 00:00:00",1
"Z100028","028820","A300054","07/02/97 00:00:00",1
"Z100014","014995","A300056","05/04/95 00:00:00",1
"Z100030","091285","A300061","07/02/97 00:00:00",1
"Z100054","066740","A300065","12/09/99 00:00:00",1
"Z100027","039450","A300066","07/02/97 00:00:00",1
"Z100027","039450","A300068","07/02/97 00:00:00",1
"Z100027","039450","A300070","07/02/97 00:00:00",1
"Z100053","066741","A300072","08/13/99 00:00:00",1
"Z100030","091285","A300074","07/02/97 00:00:00",1
"Z100013","033841","A300076","05/02/95 00:00:00",1
"Z100023","033845","A300077","05/15/97 00:00:00",1
"Z100050","006740","A300078","08/12/99 00:00:00",1
"Z100030","091285","A300079","07/02/97 00:00:00",1
"Z100045","033841","A300083","11/20/98 00:00:00",1
"Z100054","066740","A300084","12/09/99 00:00:00",1
"Z100054","066740","A300087","12/09/99 00:00:00",1
"Z100054","066740","A300091","12/09/99 00:00:00",1
"Z100028","028820","A300093","07/02/97 00:00:00",1
"Z100016","079510","A300094","06/01/95 00:00:00",1
"Z100030","091285","A300096","07/02/97 00:00:00",1
"Z100030","091285","A300097","07/02/97 00:00:00",1
"Z100030","091285","A300098","07/02/97 00:00:00",1
"Z100027","039450","A300106","07/02/97 00:00:00",1
"Z100074","085540","A300108","04/04/99 00:00:00",1
"Z100030","091285","A300109","07/02/97 00:00:00",1
"Z100030","091285","A300111","07/02/97 00:00:00",1
"Z100053","066741","A300113","08/13/99 00:00:00",1
"Z100030","091285","A300114","07/02/97 00:00:00",1
"Z100054","066740","A300116","12/09/99 00:00:00",1
"Z100030","091285","A300117","07/02/97 00:00:00",1
"Z100013","033841","A300121","05/02/95 00:00:00",1
"Z100030","091285","A300129","07/02/97 00:00:00",1
"Z100053","066741","A300131","08/13/99 00:00:00",1
"Z100054","066740","A300132","12/09/99 00:00:00",1
"Z100030","091285","A300138","07/02/97 00:00:00",1
"Z100016","079510","A300141","06/01/95 00:00:00",1
"Z100047","066811","A300142","11/20/98 00:00:00",1
"Z100054","066740","A300144","12/09/99 00:00:00",1
"Z100030","091285","A300145","07/02/97 00:00:00",1
"Z100027","039450","A300146","07/02/97 00:00:00",1
"Z100030","091285","A300149","07/02/97 00:00:00",1
"Z100023","033845","A300153","05/15/97 00:00:00",1
"Z100027","039450","A300155","07/02/97 00:00:00",1
"Z100047","066811","A300159","11/20/98 00:00:00",1
"Z200002","085540","A300160","12/23/99 00:00:00",1
"Z100030","091285","A300162","07/02/97 00:00:00",1
"Z100074","085540","A300164","04/04/99 00:00:00",1
"Z100030","091285","A300166","07/02/97 00:00:00",1
"Z100030","091285","A300167","07/02/97 00:00:00",1
"Z100030","091285","A300169","07/02/97 00:00:00",1
"Z100030","091285","A300170","07/02/97 00:00:00",1
"Z100053","066741","A300175","08/13/99 00:00:00",1
"Z100047","066811","A300177","11/20/98 00:00:00",1
"Z100054","066740","A300178","12/09/99 00:00:00",1
"Z100027","039450","A300181","07/02/97 00:00:00",1
"Z100015","066741","A300183","05/04/95 00:00:00",1
"Z100029","036580","A300188","07/02/97 00:00:00",1
"Z100030","091285","A300190","07/02/97 00:00:00",1
"Z100029","036580","A300191","07/02/97 00:00:00",1
"Z200002","085540","A300192","12/23/99 00:00:00",1
"Z100030","091285","A300194","07/02/97 00:00:00",1
"Z100047","066811","A300195","11/20/98 00:00:00",1
"Z100047","066811","A300200","11/20/98 00:00:00",1
"Z100047","066811","A300201","11/20/98 00:00:00",1
"Z100030","091285","A300203","07/02/97 00:00:00",1
"Z100054","066740","A300207","12/09/99 00:00:00",1
"Z100047","066811","A300208","11/20/98 00:00:00",1
"Z200002","085540","A300212","12/23/99 00:00:00",1
"Z100016","079510","A300219","06/01/95 00:00:00",1
"Z100016","079510","A300220","06/01/95 00:00:00",1
"Z100027","039450","A300221","07/02/97 00:00:00",1
"Z100054","066740","A300229","12/09/99 00:00:00",1
"Z100054","066740","A300235","12/09/99 00:00:00",1
"Z100054","066740","A300236","12/09/99 00:00:00",1
"Z100016","079510","A300237","06/01/95 00:00:00",1
"Z100047","066811","A300239","11/20/98 00:00:00",1
"Z100028","028820","A300240","07/02/97 00:00:00",1
"Z100023","033845","A300241","05/15/97 00:00:00",1
"Z100053","066741","A300245","08/13/99 00:00:00",1
"Z100030","091285","A300248","07/02/97 00:00:00",1
"Z100051","079510","A300249","08/12/99 00:00:00",1
"Z200003","085541","A300251","12/23/99 00:00:00",1
"Z100054","066740","A300254","12/09/99 00:00:00",1
"Z100015","066741","A300256","05/04/95 00:00:00",1
"Z100052","033841","A300257","08/12/99 00:00:00",1
"Z100074","085540","A300260","04/04/99 00:00:00",1
"Z100054","066740","A300262","12/09/99 00:00:00",1
"Z100053","066741","A300266","08/13/99 00:00:00",1
"Z100053","066741","A300269","08/13/99 00:00:00",1
"Z100047","066811","A300270","11/20/98 00:00:00",1
"Z100030","091285","A300271","07/02/97 00:00:00",1
"Z100013","033841","A300272","05/02/95 00:00:00",1
"Z100030","091285","A300273","07/02/97 00:00:00",1
"Z100027","039450","A300280","07/02/97 00:00:00",1
"Z100030","091285","A300281","07/02/97 00:00:00",1
"Z100016","079510","A300284","06/01/95 00:00:00",1
"Z100054","066740","A300285","12/09/99 00:00:00",1
"Z100030","091285","A300287","07/02/97 00:00:00",1
"Z100013","033841","A300297","05/02/95 00:00:00",1
"Z100050","006740","A300304","08/12/99 00:00:00",1
"Z100013","033841","A300306","05/02/95 00:00:00",1
"Z100007","041985","A300308","02/26/99 00:00:00",1
"Z100030","091285","A300312","07/02/97 00:00:00",1
"Z100054","066740","A300313","12/09/99 00:00:00",1
"Z100027","039450","A300315","07/02/97 00:00:00",1
"Z100054","066740","A300317","12/09/99 00:00:00",1
"Z100028","028820","A300321","07/02/97 00:00:00",1
"Z100054","066740","A300322","12/09/99 00:00:00",1
"Z100016","079510","A300324","06/01/95 00:00:00",1
"Z100021","092450","A300328","01/13/96 00:00:00",1
"Z100054","066740","A300329","12/09/99 00:00:00",1
"Z100030","091285","A300332","07/02/97 00:00:00",1
"Z100030","091285","A300333","07/02/97 00:00:00",1
"Z100027","039450","A300335","07/02/97 00:00:00",1
"Z100027","039450","A300336","07/02/97 00:00:00",1
"Z100052","033841","A300337","08/12/99 00:00:00",1
"Z100030","091285","A300339","07/02/97 00:00:00",1
"Z100030","091285","A300341","07/02/97 00:00:00",1
"Z100030","091285","A300342","07/02/97 00:00:00",1
"Z100031","085540","A300347","07/02/97 00:00:00",1
"Z100028","028820","A300350","07/02/97 00:00:00",1
"Z100027","039450","A300351","07/02/97 00:00:00",1
"Z100028","028820","A300352","07/02/97 00:00:00",1
"Z100054","066740","A300354","12/09/99 00:00:00",1
"Z100050","006740","A300356","08/12/99 00:00:00",1
"Z100016","079510","A300357","06/01/95 00:00:00",1
"Z100029","036580","A300362","07/02/97 00:00:00",1
"Z100054","066740","A300363","12/09/99 00:00:00",1
"Z100030","091285","A300365","07/02/97 00:00:00",1
"Z100015","066741","A300366","05/04/95 00:00:00",1
"Z100016","079510","A300367","06/01/95 00:00:00",1
"Z100016","079510","A300368","06/01/95 00:00:00",1
"Z100014","014995","A300369","05/04/95 00:00:00",1
"Z100054","066740","A300370","12/09/99 00:00:00",1
"Z100014","014995","A300371","05/04/95 00:00:00",1
"Z100014","014995","A300372","05/04/95 00:00:00",1
"Z100031","085540","A300374","07/02/97 00:00:00",1
"Z100015","066741","A300377","05/04/95 00:00:00",1
"Z100031","085540","A300378","07/02/97 00:00:00",1
"Z100050","006740","A300379","08/12/99 00:00:00",1
"Z100007","041985","A300381","02/26/99 00:00:00",1
"Z100053","066741","A300382","08/13/99 00:00:00",1
"Z100054","066740","A300385","12/09/99 00:00:00",1
"Z100030","091285","A300387","07/02/97 00:00:00",1
"Z100053","066741","A300388","08/13/99 00:00:00",1
"Z100028","028820","A300395","07/02/97 00:00:00",1
"Z100027","039450","A300396","07/02/97 00:00:00",1
"Z100027","039450","A300400","07/02/97 00:00:00",1
"Z100054","066740","A300402","12/09/99 00:00:00",1
"Z100016","079510","A300403","06/01/95 00:00:00",1
"Z100054","066740","A300404","12/09/99 00:00:00",1
"Z100054","066740","A300405","12/09/99 00:00:00",1
"Z100016","079510","A300406","06/01/95 00:00:00",1
"Z100016","079510","A300408","06/01/95 00:00:00",1
"Z100030","091285","A300409","07/02/97 00:00:00",1
"Z100014","014995","A300410","05/04/95 00:00:00",1
"Z100013","033841","A300413","05/02/95 00:00:00",1
"Z100030","091285","A300414","07/02/97 00:00:00",1
"Z100054","066740","A300415","12/09/99 00:00:00",1
"Z100054","066740","A300416","12/09/99 00:00:00",1
"Z100015","066741","A300417","05/04/95 00:00:00",1
